PersonnelCode;Gösterge Adı;Periyot;Ürün;Planlanan;Gerçekleşen;Sonuç 
101573;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;11354,25755;5906,08;52,01643501
101575;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;136529,937;97808,36;71,63876445
101575;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;175510,0022;158756,1502;90,4541896
101575;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;74802,33117;40133,61;53,65288671
101654;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;95552,90398;88946,24;93,08585746
101654;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;142629,2949;176559,9702;123,7894153
101654;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;61626,11364;50343,58;81,69195983
101655;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;102233,7542;121020,04;118,3758153
101655;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;125687,1813;142230,5402;113,1623279
101655;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;41851,20286;56316,86;134,5644955
101656;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;127951,117;101766,2;79,5352181
101656;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;169366,0379;152524,8902;90,05636081
101656;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;50706,49346;31710,48;62,53731591
101658;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;62244,05724;93670,01;150,4882782
101658;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;21633,7135;44595,13;206,1371941
101658;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;132171,5716;126093,02;95,40101435
101658;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;16893,75403;19074,85;112,9106649
101659;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;99677,46684;88009,36;88,29413788
101659;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;88678,88649;112299,9102;126,6365813
101659;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;69413,43421;63852,11;91,98811546
101660;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;7863,993251;2489,2;31,65312991
101660;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;19347,22492;2322,88;12,00626969
101660;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;41671,34699;15786,82;37,88411256
101661;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;23817,68778;11219,18;47,10440452
101661;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;96351,05872;68418,88;71,00999294
101661;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;162730,2957;131483,66;80,79851352
101663;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;23705,37183;17299,94;72,97898603
101663;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;138470,8629;104654,72;75,57887472
101663;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;120516,2434;128824,92;106,8942379
101664;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;31160,32454;23754,08;76,23181194
101664;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;126436,3878;108397,44;85,73278777
101664;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;144183,1147;118759,34;82,3670235
101666;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;20913,73525;14401,8;68,86287806
101666;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;186826,2004;170141,44;91,06936804
101666;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;186954,5792;172855,34;92,45846812
101668;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;EVASIF;120576,8276;79298,4;65,76587024
101668;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SIDATRIA;68159,86626;83595,72;122,6465435
101668;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ZENTICAVIR;56332,6114;37320,69;66,25059458
101669;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;EVASIF;110047,9019;84388,5;76,68342469
101669;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SIDATRIA;38936,02868;36700,56;94,25861149
101669;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ZENTICAVIR;50991,30784;36483,66;71,54878261
101671;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;45289,46648;53103,56;117,2536665
101671;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;293993,7195;347151,6;118,081298
101671;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;16755,92754;16762,2;100,0374343
101672;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;10917,46035;3085,8;28,26481528
101672;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;58962,13278;48046,57;81,48716427
101672;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;3499,472821;2566,2;73,3310453
101673;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;34445,13509;59391,92;172,4246976
101673;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;231493,1855;228097,18;98,5329998
101673;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;14390,1952;11356,8;78,92040269
101675;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;41686,2431;41583,24;99,75290864
101675;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;272353,7935;264194,25;97,0040647
101675;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;17874,84808;3562,65;19,93107849
101676;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;41093,57972;40304,44;98,07965205
101676;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;298545,0046;299982,62;100,4815406
101676;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;13802,4617;6947,85;50,33775967
101677;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;47984,63355;23003,28;47,93884687
101677;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;25075,29323;9296,9;37,07593731
101677;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;80715,65661;41940,15;51,96036527
101677;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;10154,91302;4374,69;43,07954179
101678;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;183852,8836;244265,9506;132,8594612
101678;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;281528,6025;335114,73;119,0339905
101678;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;83090,37579;90104,69;108,441789
101679;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;114911,3837;104500,4102;90,93999814
101679;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;196878,1995;224414,08;113,9862517
101679;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;42161,07713;29080,55;68,97487442
101680;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;110871,0176;157407,9004;141,9738934
101680;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;179785,9972;143322,43;79,71834972
101680;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;33526,11126;21011,64;62,67246397
101683;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;57400,70604;61602,13;107,3194639
101683;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;19465,69921;41416,19;212,7649747
101683;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;93099,72436;89714,2;96,36355061
101683;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;10258,03501;7373,88;71,88394258
101684;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;76561,15099;47154,12;61,5901399
101684;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;248690,4496;206847,79;83,17480239
101685;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;43936,41247;14936,48;33,99567502
101685;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;141926,1368;89278,71;62,90505188
101686;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;35766,31135;60788;169,958818
101686;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;183162,665;189254,8;103,326079
101688;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;112838,4322;137210,4304;121,5990223
101688;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;212662,5874;255010,45;119,91317
101688;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;26732,84325;23054,49;86,24032162
101691;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;74765,99208;79924,51;106,8995512
101691;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;27699,74955;30049,98;108,4846632
101691;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;114523,0424;93064,59;81,26276428
101691;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;11953,06316;10221,69;85,51523457
101692;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;131110,1381;168609,72;128,6015883
101692;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;172282,4106;166787,5802;96,81056798
101692;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;55991,84057;70409,31;125,7492329
101693;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;25900,8102;12321,54;47,57202537
101693;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;184109,1158;164173,76;89,17198873
101693;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;245033,4697;257369,56;105,0344511
101695;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;90687,66534;124045,2903;136,7829791
101695;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;160713,7211;103164,1;64,19122107
101695;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;35682,67808;12723,89;35,65845021
101696;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;EVASIF;138356,089;193021,95;139,5109904
101696;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SIDATRIA;53811,35323;56580,03;105,1451536
101696;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ZENTICAVIR;65652,83344;88947,05;135,4809006
101790;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;35041,94572;18931,12;54,02416906
101790;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;170165,1476;147086,98;86,43778238
101791;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;157939,1674;216457,52;137,0511974
101791;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;132392,2498;133468,5302;100,8129481
101791;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;73576,0937;73557,98;99,975381
101794;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;31568,27252;18917,92;59,92700419
101794;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;215060,5272;190503,36;88,58127639
101794;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;182368,5291;151240,46;82,93122763
101795;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;40257,28972;86448,05;214,7388724
101795;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;14306,57285;46964,34;328,2710716
101795;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;116915,1972;150640,78;128,8461925
101795;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;9657,059679;10091,44;104,4980598
101796;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;20565,78933;14686,28;71,41121482
101796;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;211961,2354;201350,72;94,99412458
101796;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;226860,6817;200266,92;88,27749195
101797;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;30677,96735;36093,4;117,6525145
101797;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;187548,5975;208493,44;111,1676882
101797;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;189982,4848;133556,36;70,2993016
101798;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;81109,63428;48258,88;59,49833263
101798;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;96908,0818;108941,0401;112,4168781
101798;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;39529,64261;34437,99;87,1194064
101800;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;33427,30803;32709,48;97,85257004
101800;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;257390,9841;264216,82;102,6519328
101800;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;13530,44325;8626,8;63,7584434
101801;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;35228,96549;17035,84;48,35748016
101801;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;230325,5341;244448,11;106,131572
101801;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;14521,71865;16734,9;115,2404919
101803;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;69653,46007;44462,08;63,83326823
101803;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;297789,0044;292201,02;98,12350882
101804;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;174003,9928;271226,76;155,8738715
101804;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;142032,0158;124767,2902;87,84448312
101804;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;67516,90741;66948,69;99,15840723
101805;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;109748,0036;88324,84;80,47967807
101805;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;138890,4914;109433,5101;78,79121821
101805;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;65975,81758;44294,14;67,13693233
101806;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;129614,2011;132989,16;102,6038497
101806;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;131089,9337;119235,6802;90,95715958
101806;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;73489,33013;93598,64;127,3635776
101807;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;46635,56146;61721,01;132,3475221
101807;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;21515,42094;27470,84;127,6797702
101807;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;84803,57376;101249,61;119,3930934
101807;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;11437,55012;9899,34;86,55122732
101808;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;193778,3156;164003,5504;84,63462483
101808;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;300673,1835;349063,95;116,0941411
101808;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;56220,7979;25069,8;44,59168304
101810;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;22825,32184;19735,8;86,46449825
101810;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;198178,4039;240632,96;121,4223928
101810;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;166848,6419;180307,26;108,0663636
101811;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;64167,87708;59544,02;92,79412489
101811;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;27478,86848;48043,98;174,839732
101811;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;162200,2205;95578,47;58,92622692
101811;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;12114,42229;8996,47;74,26247647
101812;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;41896,2901;59803,36;142,7414214
101812;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;240531,6632;317469,5701;131,9866024
101812;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;24503,30875;62503,35;255,0812653
101813;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;40682,14254;69689,04;171,3013023
101813;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;235794,7931;271465,4701;115,1278476
101813;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;22090,72121;26194,35;118,5762554
101814;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;42058,01966;22714,56;54,0076784
101814;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;66377,54059;60040,28;90,45270353
101814;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;23828,98252;17938,4;75,27975643
101816;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;14528,62596;2400,3;16,52117693
101816;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;129373,5538;148751,36;114,9781819
101816;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;108849,614;100982,14;92,77216176
101817;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;23362,48585;16535,4;70,77757096
101817;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;143997,8813;163744;113,7127842
101817;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;160929,9327;159065,76;98,84162463
101818;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;21256,23638;9601,2;45,16886163
101818;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;164395,7001;195970,56;119,2066215
101818;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;157384,9997;170786,56;108,5151446
101819;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;103198,5856;110742,2203;107,3098237
101819;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;238234,7087;201510,04;84,58466908
101819;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;49474,23409;24595,43;49,71361448
101820;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;58526,04317;29265,08;50,00351709
101820;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;163183,367;134726,74;82,56156401
101821;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;53194,06012;70161,49;131,8972266
101821;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;27256,62184;27920,69;102,4363553
101821;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;112472,0144;86673,2;77,06201444
101821;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;13019,76954;22772,41;174,9063985
101823;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;63329,80984;32365,08;51,10560111
101823;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;34292,21313;43485,5;126,8086718
101823;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;121459,9043;101585,68;83,63721396
101823;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;11964,41887;7034,67;58,79658743
101824;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;EVASIF;163379,3438;93765;57,39097601
101824;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SIDATRIA;23137,28002;36190,83;156,4178243
101824;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ZENTICAVIR;80663,52582;59591,52;73,87666159
101825;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;44324,77843;40054,24;90,36534738
101825;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;259496,7097;281683,51;108,5499351
101825;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;12964,0243;11070,15;85,39130861
101826;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;136993,1789;79443,6;57,99091651
101826;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;177145,2566;162456,8902;91,70829257
101826;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;80442,9647;78681,93;97,8108282
101827;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;40794,26492;34472;84,50207418
101827;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;228784,2342;228399,58;99,83187031
101827;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;11504,13433;14619,15;127,0773583
101829;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;28331,14458;5422,9;19,14112571
101829;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;140684,9771;118798,72;84,4430745
101829;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;152184,8058;160895,42;105,7237082
101832;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;73489,27616;62315,41;84,7952426
101832;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;32015,80666;27770,74;86,74071621
101832;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;124373,6798;115500,19;92,86546012
101832;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;12239,0476;7950,94;64,963715
101838;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;37366,90447;22057,36;59,0291337
101838;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;158416,8308;106837,59;67,44080757
101840;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;29606,47874;8552,18;28,8861775
101840;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;156002,0054;134036,16;85,91951089
101840;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;132071,2927;143599,4;108,7287002
101841;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;20377,79968;9405,62;46,15620993
101841;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;76396,22088;89656,64;117,3574281
101841;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;129553,1723;113377,18;87,51401294
101842;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;66280,2717;94383,29;142,4002762
101842;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;23794,21716;69486,83;292,0324276
101842;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;121114,064;77772,34;64,21412795
101842;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;12425,86252;8596,73;69,18417122
101844;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;120291,7626;211601,6206;175,9069915
101844;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;182489,1639;220211,88;120,6712088
101844;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;53891,98715;80389,3;149,1674445
101852;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;46168,16554;24619,68;53,3260954
101852;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;319274,1194;331574,58;103,8526332
101852;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;17688,08176;11971,05;67,67862203
101854;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;92997,35111;54864,84;58,99613198
101854;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;109689,2516;98492,35015;89,79216169
101854;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;44145,41804;34174,02;77,4123828
101905;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;34089,30078;31680,88;92,93496574
101905;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;238914,4558;242430,24;101,4715661
101905;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;12162,76865;8613,15;70,81570198
101906;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;23824,31215;12446;52,24075274
101906;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;115068,4766;112798,4;98,02719502
101906;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;125899,59;130501,7;103,6553813
101909;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;26624,26639;4800,6;18,03091935
101909;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;147996,1111;176772,8;119,4442196
101909;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;142631,9541;177835,7;124,6815281
101910;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;119100,5273;140310,2104;117,8082193
101910;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;213999,6661;184642,79;86,28181217
101910;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;39000,87242;17461,49;44,77204974
101911;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;26759,80118;16108,68;60,19730824
101911;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;144356,3349;149844,8;103,8020258
101911;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;119845,4159;109624,76;91,47180072
101912;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;126898,0331;153801,28;121,2006808
101912;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;143250,5354;119350,0402;83,31559798
101912;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;57345,22752;38982,33;67,97833348
101913;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;26577,05784;24199,46;91,05394639
101913;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;45702,69456;41845,98;91,56129721
101913;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;12046,64704;7830,2;64,99899909
101914;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;18975,15807;2062,48;10,86936927
