PersonnelCode;Gösterge Adı;Periyot;Ürün;Planlanan;Gerçekleşen;Sonuç 
101914;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;181351,5125;159723,84;88,07417031
101914;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;211076,2261;184840,74;87,57061061
101915;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;116458,0314;137147,76;117,7658238
101915;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;161897,5482;149933,2801;92,60997579
101915;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;71280,08062;85131,35;119,4321741
101916;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;42905,37871;55171,88;128,5896586
101916;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;227987,9073;260347,31;114,1934733
101916;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;12702,22376;9773,4;76,94243297
101917;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;146093,2618;113974,32;78,0147685
101917;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;204671,4684;191589,2102;93,60816713
101917;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;78171,6127;58837,08;75,26655517
101918;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;157515,6483;150403,5804;95,48484995
101918;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;228859,3987;233503,5;102,0292377
101918;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;56606,90805;48471,68;85,62855961
101919;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;121087,1759;94328,52;77,90132962
101919;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;157964,7433;150584,1602;95,3277023
101919;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;81821,64535;76533,13;93,53653263
101920;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;138201,7384;134681,28;97,45266707
101920;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;114843,1195;91263,97017;79,46838308
101920;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;64637,43006;58937,74;91,1820596
101921;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;130384,7746;66097,84;50,69444665
101921;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;112567,752;60673,72008;53,89973503
101921;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;33405,33886;27364,93;81,9178339
101923;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;24422,24001;23469,6;96,09929306
101923;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;151299,1983;115376,96;76,2574827
101923;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;219251,6073;194214,44;88,58062316
101924;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;26131,14754;6703,06;25,65160979
101924;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;144467,2822;146200;101,1993842
101924;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;141954,3499;165741,52;116,7569153
101925;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;25464,09532;8036,56;31,56035939
101925;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;202056,2089;179046,72;88,61233266
101925;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;203786,0012;217894,18;106,9230363
101926;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;33636,15778;40704,76;121,014892
101926;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;189513,075;214511,3;113,1907654
101926;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;12230,03516;18973,5;155,1385565
101928;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;11724,63479;2246,24;19,15829396
101928;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;57368,96028;42393,37;73,89600542
101928;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;3491,269761;2047,5;58,6462846
101929;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;197574,1798;150053,76;75,9480617
101929;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;114464,7048;111128,3002;97,08521099
101929;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;49273,34522;53475,51;108,5282717
101932;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;26620,5521;9814,56;36,8683563
101932;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;130694,0886;112352,32;85,96587741
101932;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;151816,7884;139740,16;92,04526157
101933;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;25452,55462;4249,42;16,69545577
101933;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;100344,0378;77188,16;76,92351401
101933;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;112897,7752;103320,42;91,51679014
101934;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;33670,35189;27288,48;81,04601963
101934;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;197909,652;212229,72;107,2356593
101934;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;11063,71534;9009;81,42834235
101935;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;38869,92591;54321,2;139,7512312
101935;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;227444,3705;258151,05;113,5007428
101935;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;15016,31566;23955,75;159,5314759
101937;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;43805,87817;30700,76;70,0836538
101937;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;26817,59084;49633,45;185,0779598
101937;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;70500,61027;40355,09;57,24076692
101937;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;11268,43584;6640,93;58,93391147
101938;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;48261,92244;25202,56;52,22038147
101938;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;30981,5575;45254,91;146,0704808
101938;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;101483,5587;76826,22;75,70311981
101938;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;11312,93794;6018,19;53,19741021
101939;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;66672,28335;29095,88;43,64014331
101939;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;28964,60948;32509,16;112,2375222
101939;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;154160,9858;148501;96,32852259
101939;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;12801,81734;11571,19;90,38708876
101940;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;62535,91869;91938,82;147,0176211
101940;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;25719,50124;33648,78;130,829831
101940;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;151659,6797;123204,91;81,23774902
101940;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;14887,39132;19317,15;129,7551034
101941;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;53995,47882;83186,28;154,0615656
101941;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;23361,84331;13495,5;57,76727384
101941;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;146167,1284;155427,25;106,335297
101941;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;17980,61493;26884,3;149,5182456
101942;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;46616,42894;6999,06;15,01414879
101942;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;28209,27815;18803,73;66,65796233
101942;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;85534,82174;67800,9;79,26701503
101942;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;9385,252352;3384,66;36,06360142
101943;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;68830,34994;86522,35;125,7037776
101943;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;23903,46282;25101,63;105,0125256
101943;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;143803,5062;118304,42;82,26810539
101943;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;11145,89418;5175,56;46,43467736
101944;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;58731,63481;48859,68;83,19141832
101944;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;29635,61681;45164,94;152,4008772
101944;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;153530,976;162146,53;105,6116064
101944;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;15066,68778;13345,8;88,57819447
101945;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;53842,92529;25908,41;48,1185037
101945;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;21125,20909;27770,74;131,4578231
101945;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;161524,3746;58187,33;36,02386956
101945;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;6383,817462;4238,73;66,39804514
101946;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;48957,73829;20766,85;42,4179113
101946;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;15904,97343;12565,81;79,00553906
101946;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;75898,21577;54116,9;71,30193964
101946;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;11138,0791;11579,05;103,9591288
101947;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;55984,32028;65740,64;117,4268789
101947;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;22216,12944;53322,22;240,0157964
101947;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;101067,4923;73913,05;73,13236758
101947;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;19230,28087;24023,08;124,9231884
101948;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;58305,77331;84003,58;144,0742061
101948;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;18902,74266;45674,77;241,6303857
101948;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;100445,1916;89835,28;89,43711349
101948;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;18442,95151;23745,95;128,753524
101949;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;49501,36252;25195,13;50,89785153
101949;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;23492,42602;38267,24;162,8918187
101949;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;125491,5747;111656,6;88,97537562
101949;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;15235,26297;7528,84;49,41719756
101950;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;56065,53097;122193,78;217,9481366
101950;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;22191,54916;50833,05;229,0649005
101950;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;103399,9437;180543,93;174,6073775
101950;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;13441,61879;29815,66;221,8159915
101952;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;62379,36013;56252,53;90,17811322
101952;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;24423,23319;60099,96;246,0770019
101952;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;151697,1261;95436,43;62,9124839
101952;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;14425,55121;17858,19;123,7955468
101953;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;41217,9081;47059,84;114,1732858
101953;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;165157,978;226925,06;137,398788
101953;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;14176,49947;16298,1;114,9656164
101955;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;46208,72518;55149,64;119,3489753
101955;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;249426,2664;240354,53;96,36295866
101955;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;18228,46064;19901,7;109,1792686
101956;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;39441,34723;37680,12;95,53456626
101956;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;248556,5773;241045,38;96,97807343
101956;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;13257,28896;14469;109,139961
101972;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;68206,14232;162234,05;237,8584164
101972;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;23876,66349;108473,83;454,3089952
101972;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;126419,847;193404,06;152,9855197
101972;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;13259,7071;10446,54;78,7840932
101974;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;13247,72737;24429,84;184,4077805
101974;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;55122,53071;32605,06;59,15015073
101974;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;14450,24979;5345,25;36,99071005
101975;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;7239,271614;10828,02;149,5733352
101975;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;22716,61593;14095,04;62,0472699
101975;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;58282,58002;57209,46;98,15876369
101976;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;170957,3399;201562,4305;117,9021799
101976;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;358294,2973;529444,43;147,7680315
101976;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;51686,96211;36173,18;69,98511525
101981;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;40554,88552;19993,76;49,3004967
101981;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;249305,8308;197476,14;79,21039768
101981;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;30685,10023;27204,45;88,65687188
101982;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;23433,61743;10081,26;43,02050262
101982;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;139023,6852;54269,44;39,03611095
101982;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;185586,8819;141512,98;76,25160709
101996;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;84020,69867;41347;49,21049296
101996;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;115513,7522;119905,2502;103,8017101
101996;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;49680,08181;36960,12;74,39625429
101998;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;66497,34019;19117,39;28,74910477
101998;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;33713,72322;20543,15;60,93408867
101998;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;128182,7467;81123,74;63,28756568
101998;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;13984,08315;9301,89;66,51769658
101999;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;37391,64107;21545;57,61982995
101999;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;210076,2615;219580,19;104,5240373
101999;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;13297,87434;13895,7;104,4956483
102000;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;151539,2228;142013,8;93,71421955
102000;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;143674,5901;134282,9002;93,46322132
102000;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;71237,53055;73831,7;103,6415769
102001;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;32538,31321;14397,36;44,24740738
102001;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;52897,00456;57921;109,4976936
102001;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;24798,53141;26459,78;106,6989797
102006;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;64802,65222;68757,22;106,1024783
102006;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;30813,4216;46904,36;152,2205505
102006;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;96280,71648;102014,6;105,955381
102006;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;TRIBUDAT TABLET;10902,59367;8936;81,96214841
102010;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;32309,55332;16760,12;51,87357385
102010;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;140685,6165;94885,36;67,4449616
102118;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;EVASIF;53746,13965;48088,05;89,4725655
102118;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SIDATRIA;114812,1564;87163,83;75,918642
102118;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ZENTICAVIR;23584,37472;19305,82;81,8585196
102119;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;21481,98664;29885;139,1165561
102119;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;112214,5234;123549,92;110,1015415
102119;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;9382,046814;10974,6;116,9744749
102120;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;44727,89083;25826,68;57,74177928
102120;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;23312,51207;27530,82;118,0946091
102120;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;109377,4827;90256,9;82,51872116
102121;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;89524,93571;36461,84;40,72813871
102121;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;101934,8011;90514,89025;88,79684783
102121;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;30584,67809;23256,43;76,03947941
102122;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;69779,84534;51365,88;73,61134114
102122;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;82663,47857;70315,93016;85,06287344
102122;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;46331,54351;35684,73;77,02037812
102123;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;117984,7865;125637,52;106,4862036
102123;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;93530,2411;70764,68016;75,65967897
102123;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;55144,5238;54242,43;98,36412805
102124;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;88077,80505;55122,96;62,58439339
102124;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;86331,73559;62862,97015;72,81559872
102124;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;52173,10457;35956,55;68,91778876
102125;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;102432,403;79644,36;77,75309148
102125;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;99268,84886;91570,59016;92,24504083
102125;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;56812,44898;38014,37;66,91204248
102126;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;25298,65208;21333,72;84,32749669
102126;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;209488,2744;229509,72;109,5573109
102126;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;9849,640014;11356,8;115,3016758
102127;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;54016,96828;12593,85;23,31461835
102127;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;36804,35126;35568,14;96,64112743
102127;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;74596,74596;34044,37;45,63787543
102128;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;EVASIF;69695,66282;63760,2;91,48374148
102128;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SIDATRIA;56871,47032;32112,99;56,4659043
102128;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ZENTICAVIR;32014,64879;38310,88;119,6667196
102131;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;22980,22346;26521,2;115,4087994
102131;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;126078,7132;123846,65;98,22962723
102131;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;9805,192008;5023,2;51,23000137
102132;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;19778,0516;3307,08;16,72095951
102132;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;43165,14502;8850,88;20,50469191
102132;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;88272,77341;39964,4;45,27375595
102133;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DULOXX;69277,33942;77507,80028;111,8804517
102133;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;GYREX;122514,4901;94462,95;77,10349196
102133;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PHOCUSS;34324,72224;16342,89;47,61259214
102134;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;44528,70476;31243,15;70,16406646
102134;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;25929,11636;28970,34;111,7289907
102134;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;120575,1188;74941;62,15295558
102135;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;65505,85939;50696,68;77,39258819
102135;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;110972,9287;89263,76018;80,43741947
102135;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;49147,25947;34572,9;70,34552968
102136;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;37262,2023;24749,4;66,41958466
102136;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;128307,6047;101539,39;79,13746832
102137;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;14361,75891;6311,9;43,94935215
102137;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;113371,9012;106950,4;94,33589702
102137;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;88329,69104;72204,44;81,74424608
102138;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;98109,6349;84118,44;85,73922437
102138;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;78766,04066;53961,77009;68,50892801
102138;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;42507,76526;21175,76;49,81621562
102139;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;31224,38596;21102,12;67,58217769
102139;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;135175,7975;94259,81;69,73127714
102140;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;18671,39726;9387,84;50,279258
102140;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;52033,60727;17353,6;33,35075331
102140;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;126968,4977;59155,74;46,59087969
102141;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ACETUDIL;46979,705;43636,39;92,88349086
102141;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;APIKOBAL PLUS;33382,40161;68197,26;204,2910537
102141;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLEXO GRUP;89527,73925;62106,78;69,37154956
102142;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;22040,24053;18114,48;82,18821377
102142;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;163729,1198;178790,23;109,1987975
102142;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;7436,910928;5187;69,74670062
102143;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ETKINIA;29996,5212;14502,28;48,3465396
102143;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;SECITA;129206,171;101779,01;78,77256107
102144;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;BRONCHOREST;21401,99302;8623,3;40,29204193
102144;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;DICLOFLAM;131819,489;120637,44;91,51715038
102144;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;PARAFON/X;147832,6407;133198,66;90,10098136
102145;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;FLUREND;19720,08772;13677,6;69,35871785
102145;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ILIADIN;180439,3977;181375,75;100,518929
102145;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MAGNIS;7700,263482;7302,75;94,8376639
102146;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;ELEKTRA PLUS JEL;101232,6719;102043,44;100,8008957
102146;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;HIRUDOID;134414,6334;104369,0502;77,64708915
102146;TSMv1 - Hedef Ürünler Kota Realizasyonu;2;MODET;50204,33602;31063,68;61,87449623
