Sicil;Gösterge Adý;Periyod;Aylýk Ort. Çalýþan Sayýsý;Ýþten Ayrýlan Çalýþan Sayýsý;Sonuç 
100235;TDv1 - Çalýþan Devir Oraný (%);1;490,5;58;11,82
