Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
101534;ARGEDv1 - Çalışan Devir Oranı (%);1;47,17;7;14,84
