Çalışan Sicil No;Gösterge Adı ;Periyod;Planlanan;Gerçekleşen;Sonuç 
101897;TMv2 - Grup TR Gelişim İndeksi (Net TL);1;100;105,51;105,51
100264;TMv2 - Grup TR Gelişim İndeksi (Net TL);1;100;103,65;103,65
100454;TMv2 - Grup TR Gelişim İndeksi (Net TL);1;100;100,87;100,87
100289;TMv2 - Grup TR Gelişim İndeksi (Net TL);1;100;119,06;119,06
100421;TMv2 - Grup TR Gelişim İndeksi (Net TL);1;100;147,10;147,10
100970;TMv2 - Grup TR Gelişim İndeksi (Net TL);1;100;98,63;98,63
