Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
101002;DMv1 - Çalışan Devir Oranı (%);1;52,42;1;1,91
