Çalýþan Sicil No;Gösterge Adý ;Periyot;Ürün;Planlanan;Gerçekleþen;Sonuç 
100705;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;5690,159802;4872;85,62149692
100788;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;12602,8476;13496;107,0869095
100794;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;14618,15554;11480;78,5324795
100802;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;15326,4378;15288;99,74920589
100850;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;15497,70054;17136;110,5712422
101459;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;15425,58014;22624;146,6654725
101543;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;10703,47321;19208;179,4557676
101563;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;13202,46314;6720;50,89959299
101678;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;17868,18335;30744;172,0600208
101679;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;12395,68562;12488;100,7447299
101680;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;11831,47547;4200;35,49853111
101681;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;13698,22871;14560;106,2911148
101683;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;13092,34046;4872;37,21259783
101688;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;7904,619332;6216;78,63756291
101695;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;12750,40916;4816;37,77133691
101802;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;17495,70399;3584;20,48502879
101819;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;13735,99932;4648;33,83809135
101844;TSM - Hedef Ürünler Kota Realizasyonu (2 Stratejik Ürün + Son 3 Yýlda Çýkan Lansman Ürünleri);2;PHOCUSS;11741,05803;23520;200,3226621
