Çalışan Sicil;Gösterge Adı ;Periyot;Planlanan;Gerçekleşen;Sonuç 
100511;TSMv2 - Medikal Sınav Başarısı;1;94,2;96;101,91
100580;TSMv2 - Medikal Sınav Başarısı;1;94,2;96;101,91
100582;TSMv2 - Medikal Sınav Başarısı;1;94,2;100;106,16
100603;TSMv2 - Medikal Sınav Başarısı;1;94,2;84;89,17
100623;TSMv2 - Medikal Sınav Başarısı;1;94,2;98;104,03
100649;TSMv2 - Medikal Sınav Başarısı;1;94,2;94;99,79
100684;TSMv2 - Medikal Sınav Başarısı;1;94,2;100;106,16
100709;TSMv2 - Medikal Sınav Başarısı;1;94,2;100;106,16
100717;TSMv2 - Medikal Sınav Başarısı;1;94,2;96;101,91
100783;TSMv2 - Medikal Sınav Başarısı;1;94,2;98;104,03
100848;TSMv2 - Medikal Sınav Başarısı;1;94,2;92;97,66
100856;TSMv2 - Medikal Sınav Başarısı;1;94,2;96;101,91
100865;TSMv2 - Medikal Sınav Başarısı;1;94,2;96;101,91
101009;TSMv2 - Medikal Sınav Başarısı;1;94,2;92;97,66
101258;TSMv2 - Medikal Sınav Başarısı;1;94,2;98;104,03
101474;TSMv2 - Medikal Sınav Başarısı;1;94,2;98;104,03
101542;TSMv2 - Medikal Sınav Başarısı;1;94,2;94;99,79
101549;TSMv2 - Medikal Sınav Başarısı;1;94,2;90;95,54
101686;TSMv2 - Medikal Sınav Başarısı;1;94,2;92;97,66
101688;TSMv2 - Medikal Sınav Başarısı;1;94,2;88;93,42
101790;TSMv2 - Medikal Sınav Başarısı;1;94,2;100;106,16
101803;TSMv2 - Medikal Sınav Başarısı;1;94,2;96;101,91
102136;TSMv2 - Medikal Sınav Başarısı;1;94,2;98;104,03
102259;TSMv2 - Medikal Sınav Başarısı;1;94,2;94;99,79
102267;TSMv2 - Medikal Sınav Başarısı;1;94,2;90;95,54
102269;TSMv2 - Medikal Sınav Başarısı;1;94,2;98;104,03
102280;TSMv2 - Medikal Sınav Başarısı;1;94,2;92;97,66
102528;TSMv2 - Medikal Sınav Başarısı;1;94,2;88;93,42
102531;TSMv2 - Medikal Sınav Başarısı;1;94,2;88;93,42
102532;TSMv2 - Medikal Sınav Başarısı;1;94,2;88;93,42
102534;TSMv2 - Medikal Sınav Başarısı;1;94,2;88;93,42
102537;TSMv2 - Medikal Sınav Başarısı;1;94,2;84;89,17
102541;TSMv2 - Medikal Sınav Başarısı;1;94,2;84;89,17
