Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
100289;TM - TR Pazar Payý Geliþimi;1;7,67%;9,05%;118,04
100970;TM - TR Pazar Payý Geliþimi;1;4,36%;5,09%;116,8
100454;TM - TR Pazar Payý Geliþimi;1;4,23%;5,42%;128,02
100264;TM - TR Pazar Payý Geliþimi;1;7,22%;6,91%;95,69
100421;TM - TR Pazar Payý Geliþimi;1;5,53%;7,21%;130,48
101897;TM - TR Pazar Payý Geliþimi;1;6,66%;7,26%;109,01
