Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
101979;SDv1 - Çalışan Devir Oranı (%);1;14,92;5;33,52
