Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
101116;GMMv1 - Net Master Kota Realizasyonu (Ýlgili Tüm Ürünler) (TL);1;608850110,1;614090710,6;100,86
