Çalışan Sicil No;Gösterge Adı ;Periyod;Planlanan;Gerçekleşen;Sonuç 
102366;TSMv2 - Gelişim İndeksi;1;103,6549333;131,3154715;125,4996022
102367;TSMv2 - Gelişim İndeksi;1;103,6549333;107,4858154;103,2773253
102381;TSMv2 - Gelişim İndeksi;1;103,6549333;102,7944352;99,45968165
102385;TSMv2 - Gelişim İndeksi;1;103,6549333;99,2762003;96,12494284
102392;TSMv2 - Gelişim İndeksi;1;103,6549333;117,9601098;113,167865
100288;TSMv2 - Gelişim İndeksi;1;93,7431165;85,67396149;91,74468752
100315;TSMv2 - Gelişim İndeksi;1;93,7431165;91,21068083;98,06665902
100341;TSMv2 - Gelişim İndeksi;1;93,7431165;96,09305458;102,1874097
100121;TSMv2 - Gelişim İndeksi;1;93,7431165;98,00796199;104,7663898
100265;TSMv2 - Gelişim İndeksi;1;93,7431165;96,51405405;103,0027579
100527;TSMv2 - Gelişim İndeksi;1;93,7431165;117,3875011;124,8864416
100514;TSMv2 - Gelişim İndeksi;1;93,7431165;103,2408765;110,2644256
100577;TSMv2 - Gelişim İndeksi;1;93,7431165;95,96466768;102,1517657
100592;TSMv2 - Gelişim İndeksi;1;93,7431165;107,8524637;114,8191536
100669;TSMv2 - Gelişim İndeksi;1;93,7431165;97,04795934;103,2379336
100248;TSMv2 - Gelişim İndeksi;1;93,7431165;103,0028547;110,0246672
100166;TSMv2 - Gelişim İndeksi;1;93,7431165;87,17726534;93,19342242
100797;TSMv2 - Gelişim İndeksi;1;93,7431165;97,21931195;103,6317454
100799;TSMv2 - Gelişim İndeksi;1;93,7431165;93,55239188;99,93633114
101553;TSMv2 - Gelişim İndeksi;1;93,7431165;85,93514912;91,42489575
101696;TSMv2 - Gelişim İndeksi;1;93,7431165;92,68568398;99,01258286
101824;TSMv2 - Gelişim İndeksi;1;93,7431165;82,36144062;87,59867932
102128;TSMv2 - Gelişim İndeksi;1;93,7431165;86,30138039;92,11911177
102254;TSMv2 - Gelişim İndeksi;1;93,7431165;99,72803033;106,4726379
102285;TSMv2 - Gelişim İndeksi;1;93,7431165;107,0393233;114,4586447
100487;TSMv2 - Gelişim İndeksi;1;106,5715312;93,31208585;92,58498244
100102;TSMv2 - Gelişim İndeksi;1;108,1699696;107,503083;93,67980333
100453;TSMv2 - Gelişim İndeksi;1;108,1699696;75,31187286;80,71764001
100292;TSMv2 - Gelişim İndeksi;1;108,1699696;101,1122507;102,302246
100321;TSMv2 - Gelişim İndeksi;1;108,1699696;102,6646311;95,67001706
100195;TSMv2 - Gelişim İndeksi;1;109,9197368;99,24601325;90,91431428
102362;TSMv2 - Gelişim İndeksi;1;194,7310886;158,6279173;81,45998589
102365;TSMv2 - Gelişim İndeksi;1;194,7310886;199,2732806;102,3325459
102375;TSMv2 - Gelişim İndeksi;1;194,7310886;146,9620958;75,46925195
102377;TSMv2 - Gelişim İndeksi;1;194,7310886;306,4066224;157,3485902
100199;TSMv2 - Gelişim İndeksi;1;100,8682626;100,9209167;100,5194954
100539;TSMv2 - Gelişim İndeksi;1;100,8682626;106,4926705;105,3529719
100596;TSMv2 - Gelişim İndeksi;1;100,8682626;98,55782639;97,77093105
100624;TSMv2 - Gelişim İndeksi;1;100,8682626;103,133835;101,7882963
100716;TSMv2 - Gelişim İndeksi;1;100,8682626;94,6144323;93,36076884
100334;TSMv2 - Gelişim İndeksi;1;100,8682626;97,40795974;96,93525496
100200;TSMv2 - Gelişim İndeksi;1;100,8682626;105,4816287;103,9392595
100503;TSMv2 - Gelişim İndeksi;1;100,8682626;105,6209797;104,7186185
100459;TSMv2 - Gelişim İndeksi;1;100,8682626;102,0117987;101,3116447
100530;TSMv2 - Gelişim İndeksi;1;100,8682626;89,26217558;88,50652805
100327;TSMv2 - Gelişim İndeksi;1;100,8682626;113,9813845;112,3295011
100261;TSMv2 - Gelişim İndeksi;1;100,8682626;103,164509;102,7778315
100782;TSMv2 - Gelişim İndeksi;1;100,8682626;112,3635859;111,0714716
100770;TSMv2 - Gelişim İndeksi;1;100,8682626;99,60844968;99,05944772
100879;TSMv2 - Gelişim İndeksi;1;100,8682626;93,20376557;92,13902334
101262;TSMv2 - Gelişim İndeksi;1;100,8682626;95,84433777;95,10043022
101546;TSMv2 - Gelişim İndeksi;1;100,8682626;107,4229147;106,5113329
101555;TSMv2 - Gelişim İndeksi;1;100,8682626;100,2097731;98,4607872
101559;TSMv2 - Gelişim İndeksi;1;100,8682626;106,8854099;106,1197027
101560;TSMv2 - Gelişim İndeksi;1;100,8682626;102,9200064;101,378363
101658;TSMv2 - Gelişim İndeksi;1;100,8682626;119,6622819;118,7368758
101691;TSMv2 - Gelişim İndeksi;1;100,8682626;106,0901635;105,6242258
101795;TSMv2 - Gelişim İndeksi;1;100,8682626;112,6561553;111,1744733
101807;TSMv2 - Gelişim İndeksi;1;100,8682626;109,9058092;108,0820253
101811;TSMv2 - Gelişim İndeksi;1;100,8682626;97,98066958;98,26284511
101832;TSMv2 - Gelişim İndeksi;1;100,8682626;110,0558645;109,536364
101842;TSMv2 - Gelişim İndeksi;1;100,8682626;107,4879751;105,8740354
101937;TSMv2 - Gelişim İndeksi;1;100,8682626;107,2550671;105,8407204
101938;TSMv2 - Gelişim İndeksi;1;100,8682626;97,09986442;96,40107769
101939;TSMv2 - Gelişim İndeksi;1;100,8682626;92,32988284;91,67632734
101940;TSMv2 - Gelişim İndeksi;1;100,8682626;104,6233333;103,0630486
101944;TSMv2 - Gelişim İndeksi;1;100,8682626;94,55394234;93,32633552
101946;TSMv2 - Gelişim İndeksi;1;100,8682626;91,67556334;90,45417566
101949;TSMv2 - Gelişim İndeksi;1;100,8682626;102,6983179;102,408732
101950;TSMv2 - Gelişim İndeksi;1;100,8682626;109,1514804;108,1075914
101952;TSMv2 - Gelişim İndeksi;1;100,8682626;97,41681049;96,42626814
102244;TSMv2 - Gelişim İndeksi;1;100,8682626;103,3994601;101,7651626
102246;TSMv2 - Gelişim İndeksi;1;100,8682626;105,0701018;103,8619711
102251;TSMv2 - Gelişim İndeksi;1;100,8682626;83,52258636;83,18641347
102255;TSMv2 - Gelişim İndeksi;1;100,8682626;86,79914841;86,78872937
102276;TSMv2 - Gelişim İndeksi;1;100,8682626;104,4342627;104,01869
102355;TSMv2 - Gelişim İndeksi;1;100,8682626;106,8735923;105,7311268
102364;TSMv2 - Gelişim İndeksi;1;100,8682626;107,3740562;105,9822839
102370;TSMv2 - Gelişim İndeksi;1;100,8682626;121,5065155;119,4801457
102373;TSMv2 - Gelişim İndeksi;1;100,8682626;132,2668636;130,6886728
102386;TSMv2 - Gelişim İndeksi;1;100,8682626;103,6203181;102,6890945
102390;TSMv2 - Gelişim İndeksi;1;100,8682626;102,5018509;101,4106695
102401;TSMv2 - Gelişim İndeksi;1;100,8682626;89,97220106;89,7053534
102402;TSMv2 - Gelişim İndeksi;1;100,8682626;110,7082131;108,9088271
102404;TSMv2 - Gelişim İndeksi;1;100,8682626;97,27281911;97,05261681
100589;TSMv2 - Gelişim İndeksi;1;119,0630819;110,7347011;94,9639696
100569;TSMv2 - Gelişim İndeksi;1;119,0630819;123,7090075;102,0315421
100312;TSMv2 - Gelişim İndeksi;1;119,0630819;140,008612;117,060949
100680;TSMv2 - Gelişim İndeksi;1;119,0630819;116,2782277;98,88662234
100565;TSMv2 - Gelişim İndeksi;1;119,0630819;125,2706288;105,6048926
100512;TSMv2 - Gelişim İndeksi;1;119,0630819;125,0984193;102,1077198
100494;TSMv2 - Gelişim İndeksi;1;119,0630819;118,795792;100,8479494
100499;TSMv2 - Gelişim İndeksi;1;119,0630819;129,7026896;107,94744
100164;TSMv2 - Gelişim İndeksi;1;119,0630819;121,7040482;103,2208942
100205;TSMv2 - Gelişim İndeksi;1;119,0630819;112,2391915;94,37779162
100500;TSMv2 - Gelişim İndeksi;1;119,0630819;124,2142339;105,6124925
100535;TSMv2 - Gelişim İndeksi;1;119,0630819;111,4946857;95,10757077
100585;TSMv2 - Gelişim İndeksi;1;119,0630819;138,3290365;114,5645726
100541;TSMv2 - Gelişim İndeksi;1;119,0630819;124,9850706;103,8667361
100679;TSMv2 - Gelişim İndeksi;1;119,0630819;146,7006177;121,1456532
100276;TSMv2 - Gelişim İndeksi;1;119,0630819;109,3490083;94,79751996
100338;TSMv2 - Gelişim İndeksi;1;119,0630819;118,951739;101,3136721
100337;TSMv2 - Gelişim İndeksi;1;119,0630819;119,5577648;102,4172108
100497;TSMv2 - Gelişim İndeksi;1;119,0630819;128,4174082;110,0388413
100241;TSMv2 - Gelişim İndeksi;1;119,0630819;129,7258603;110,7498448
100384;TSMv2 - Gelişim İndeksi;1;119,0630819;132,3423473;111,4732159
100518;TSMv2 - Gelişim İndeksi;1;119,0630819;113,2851238;93,72188232
100691;TSMv2 - Gelişim İndeksi;1;119,0630819;111,5125278;93,69792511
100443;TSMv2 - Gelişim İndeksi;1;119,0630819;116,3752422;97,51253174
100523;TSMv2 - Gelişim İndeksi;1;119,0630819;114,0900944;96,35078411
100521;TSMv2 - Gelişim İndeksi;1;119,0630819;115,0353742;97,33049342
100721;TSMv2 - Gelişim İndeksi;1;119,0630819;134,1665341;107,653439
100627;TSMv2 - Gelişim İndeksi;1;119,0630819;142,5748768;118,6753373
100682;TSMv2 - Gelişim İndeksi;1;119,0630819;136,1075912;114,0878106
100681;TSMv2 - Gelişim İndeksi;1;119,0630819;122,4162987;100,8680249
100724;TSMv2 - Gelişim İndeksi;1;119,0630819;119,0496986;102,267247
100688;TSMv2 - Gelişim İndeksi;1;119,0630819;137,7182894;113,8072603
100664;TSMv2 - Gelişim İndeksi;1;119,0630819;128,5658939;109,636264
100704;TSMv2 - Gelişim İndeksi;1;119,0630819;114,0731026;97,17906985
100617;TSMv2 - Gelişim İndeksi;1;119,0630819;116,0140145;100,3928807
100380;TSMv2 - Gelişim İndeksi;1;119,0630819;117,1353444;100,8936359
100765;TSMv2 - Gelişim İndeksi;1;119,0630819;122,6284016;102,3092496
100775;TSMv2 - Gelişim İndeksi;1;119,0630819;107,0723093;88,9838584
100763;TSMv2 - Gelişim İndeksi;1;119,0630819;129,2063102;107,4261254
100915;TSMv2 - Gelişim İndeksi;1;119,0630819;129,3149713;104,2814466
100772;TSMv2 - Gelişim İndeksi;1;119,0630819;124,0560232;100,5520978
100867;TSMv2 - Gelişim İndeksi;1;119,0630819;132,3545919;107,055477
100932;TSMv2 - Gelişim İndeksi;1;119,0630819;105,004527;89,15882802
100934;TSMv2 - Gelişim İndeksi;1;119,0630819;136,46147;113,9850549
100942;TSMv2 - Gelişim İndeksi;1;119,0630819;105,7482943;91,30865471
101261;TSMv2 - Gelişim İndeksi;1;119,0630819;113,5040462;94,98149089
101266;TSMv2 - Gelişim İndeksi;1;119,0630819;135,7757522;114,0179953
101274;TSMv2 - Gelişim İndeksi;1;119,0630819;110,5753114;95,77292974
101277;TSMv2 - Gelişim İndeksi;1;119,0630819;119,5008538;98,61110123
101498;TSMv2 - Gelişim İndeksi;1;119,0630819;117,0614811;98,10782565
101561;TSMv2 - Gelişim İndeksi;1;119,0630819;113,5437805;95,10489924
101671;TSMv2 - Gelişim İndeksi;1;119,0630819;116,9816649;97,05247245
101673;TSMv2 - Gelişim İndeksi;1;119,0630819;122,10925;104,1882454
101675;TSMv2 - Gelişim İndeksi;1;119,0630819;124,7679601;103,2983604
101800;TSMv2 - Gelişim İndeksi;1;119,0630819;111,9550516;93,31645726
101801;TSMv2 - Gelişim İndeksi;1;119,0630819;132,1731137;107,0380837
101812;TSMv2 - Gelişim İndeksi;1;119,0630819;124,5036722;106,3412267
101852;TSMv2 - Gelişim İndeksi;1;119,0630819;120,1128345;101,4416222
101916;TSMv2 - Gelişim İndeksi;1;119,0630819;116,5962056;97,11829492
101926;TSMv2 - Gelişim İndeksi;1;119,0630819;114,703598;97,28160659
101935;TSMv2 - Gelişim İndeksi;1;119,0630819;112,6541561;94,2491551
101953;TSMv2 - Gelişim İndeksi;1;119,0630819;113,5459165;92,77406543
101981;TSMv2 - Gelişim İndeksi;1;119,0630819;117,5976252;99,70254173
102119;TSMv2 - Gelişim İndeksi;1;119,0630819;116,249833;99,37130069
102142;TSMv2 - Gelişim İndeksi;1;119,0630819;123,7226326;103,1229585
102145;TSMv2 - Gelişim İndeksi;1;119,0630819;112,3023809;94,82232372
102245;TSMv2 - Gelişim İndeksi;1;119,0630819;129,9342517;110,6222101
102295;TSMv2 - Gelişim İndeksi;1;119,0630819;118,8702744;98,51312148
102358;TSMv2 - Gelişim İndeksi;1;119,0630819;122,2569104;104,5874955
102371;TSMv2 - Gelişim İndeksi;1;119,0630819;132,1772994;112,0133871
102372;TSMv2 - Gelişim İndeksi;1;119,0630819;130,9182856;110,211259
102374;TSMv2 - Gelişim İndeksi;1;119,0630819;133,5249493;110,5186394
