Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
100647;SYDv1 - Çalışan Devir Oranı (%);1;34,58;5;14,46
