Sicil;Gösterge Adý;Periyod;Aylýk Ort. Çalýþan Sayýsý;Ýþten Ayrýlan Çalýþan Sayýsý;Sonuç 
100289;TMv1 - Çalýþan Devir Oraný (%);1;95,5;10;10,47
