Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
101897;TMv1 - Çalışan Devir Oranı (%);1;93,17;12;12,88
100264;TMv1 - Çalışan Devir Oranı (%);1;94,8;3;3,16
100289;TMv1 - Çalışan Devir Oranı (%);1;95,5;12;12,57
100970;TMv1 - Çalışan Devir Oranı (%);1;88,89;7;7,88
100421;TMv1 - Çalışan Devir Oranı (%);1;40,33;2;4,96
100454;TMv1 - Çalışan Devir Oranı (%);1;76,58;8;10,45
