Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
100559;TOM - Çalışan Devir Oranı (%);1;10,67;1;9,372071228
