Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
101420;KGM - Çalışan Devir Oranı (%);1;25,25;4;15,84158416
