Çalışan Sicil No;Gösterge Adı;Periyot;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
100647;İKD - Çalışan devir oranı;1;28,92;2;6,92
