Çalışan Sicil No;Gösterge Adı;Periyod;Ürün;Planlanan;Gerçekleşen;Sonuç 
101661;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9594,70;12588,80;83,80
101817;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;7163,65;8025,36;71,55
100950;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;10055,58;12038,04;76,46
101020;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9108,10;25433,31;178,35
100686;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;6586,63;7356,58;71,34
102140;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;13911,17;65442,09;300,46
100335;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;8433,67;16975,21;128,56
101924;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;7805,34;8989,19;73,56
102385;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;6524,97;14005,04;137,09
102137;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;8543,68;36723,89;274,54
100322;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9985,96;17880,03;114,36
101818;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;12728,40;3501,26;17,57
101023;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;5270,16;10228,40;123,96
100525;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9702,59;16188,41;106,56
101925;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9652,61;12569,13;83,17
100674;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9651,54;11428,27;75,63
102262;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;8382,19;8399,09;64,00
100298;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;10929,31;8182,72;47,82
100422;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9614,99;20555,15;136,54
100661;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;10952,76;11310,25;65,95
100522;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;10108,76;17486,63;110,49
100357;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9660,14;9835,00;65,03
100204;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9539,52;9559,62;64,00
101666;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;6762,83;11015,20;104,03
100502;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;6434,61;7494,27;74,39
101829;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9019,97;18843,86;133,43
101796;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;14429,48;68943,35;305,17
100138;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;5710,74;7749,98;86,68
102263;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;7405,87;10562,79;91,10
101279;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;8178,84;5074,86;39,63
102392;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;8944,49;33498,01;239,20
100253;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;8636,78;10838,17;80,15
100675;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;11370,88;11605,30;65,19
100355;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9372,82;27262,62;185,78
102264;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;9226,20;13946,03;96,54
101841;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;11128,37;13965,70;80,15
100766;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;8943,86;25649,68;183,17
100718;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;6625,96;15440,95;148,84
101816;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;6535,25;9618,63;94,00
100862;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ENORNO;8191,40;28718,20;223,92
100650;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;383289,66;395834,30;114,24
100528;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;463374,77;382146,26;91,23
102357;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;457842,88;438697,65;105,99
100540;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;510568,49;474514,72;102,81
100333;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;445489,60;297159,15;73,79
100584;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;469495,53;456525,26;107,56
100509;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;649512,48;691033,49;117,69
101568;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;572666,66;724031,48;139,86
102360;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;270239,12;277941,57;113,77
100242;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;303441,49;287835,37;104,93
102260;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;381413,27;295080,27;85,58
101810;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;431314,40;451720,12;115,85
102366;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;309637,31;163769,83;58,51
102367;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;286485,29;300226,53;115,93
101909;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;406314,55;372802,84;101,50
102261;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;294929,38;370108,27;138,82
101329;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;219670,07;233018,01;117,34
100328;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;371117,23;396701,66;118,25
100658;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;470199,57;506456,52;119,15
100668;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;488691,76;389492,63;88,16
102289;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;482374,00;529204,32;121,36
101562;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;256354,55;252496,25;108,95
101914;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;444635,26;384018,46;95,54
100461;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;572972,44;548593,18;105,91
101547;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;500714,44;446902,92;98,73
100460;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;327124,31;312734,02;105,75
101276;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;498514,87;522676,61;115,98
100515;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;536289,75;655572,69;135,22
102381;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;263767,69;263443,91;110,48
100529;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;472026,23;486085,61;113,91
100392;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;523728,35;533855,99;112,76
100379;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;285058,03;263092,52;102,10
100579;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;422676,93;456730,90;119,53
101661;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;422002,87;365674,55;95,85
101817;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;445559,42;422655,22;104,93
100950;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;536268,93;490839,77;101,25
101020;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;311707,65;262107,25;93,02
100686;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;368906,36;361282,43;108,33
102140;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;326743,91;247847,19;83,91
100335;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;354017,78;338817,79;105,87
101924;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;384435,91;392180,42;112,85
102385;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;289522,90;256033,81;97,82
102137;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;466509,10;430701,42;102,13
100322;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;584749,78;763169,71;144,37
101818;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;472272,02;487622,19;114,21
101023;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;275197,61;287873,99;115,71
100525;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;546522,58;484738,89;98,11
101925;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;594602,68;646961,69;120,36
100674;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;377588,41;373756,65;109,50
102262;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;450207,47;429332,85;105,49
100298;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;528934,22;527722,11;110,37
100422;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;487249,95;426744,79;96,88
100661;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;518547,06;495705,12;105,75
100522;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;397154,17;351032,61;97,77
100357;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;509461,35;549072,28;119,22
100204;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;376051,88;458827,86;134,97
101666;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;442717,60;410732,92;102,63
100502;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;296203,52;272010,36;101,58
101829;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;465023,84;574311,65;136,62
101796;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;515052,00;452396,84;97,16
100138;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;279525,92;256408,10;101,47
102263;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;322881,02;317195,79;108,67
101279;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;313079,23;371551,81;131,28
102392;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;457451,70;342510,82;82,82
100253;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;428606,01;398074,38;102,74
100675;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;419677,95;410971,66;108,32
100355;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;575458,15;629242,67;120,96
102264;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;469615,89;518648,44;122,17
101841;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;229285,46;198705,81;95,87
100766;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;410119,34;491034,25;132,44
100718;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;683168,41;875493,67;141,76
101816;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;305916,46;285124,48;103,10
100862;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;PARAFON;424079,48;332729,44;86,79
100121;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;420479,40;382500,80;99,61
101696;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;705412,26;874394,03;135,73
102128;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;430916,78;409809,19;104,13
102254;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;725024,41;779411,83;117,71
101487;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;701954,41;422021,48;65,83
100797;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;427858,21;376642,86;96,39
100292;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;583249,33;593850,97;111,49
102536;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;95176,31;81677,52;93,97
100527;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;690267,24;712416,01;113,01
100799;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;597797,00;422288,78;77,35
100102;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;458983,39;447572,85;106,77
100265;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;587469,21;566509,55;105,59
100514;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;702725,60;748878,03;116,69
100315;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;417625,12;348880,79;91,47
101553;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;286878,96;272322,75;103,94
102540;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;63813,79;43841,61;75,23
100487;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;494136,91;483577,87;107,16
102285;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;645593,34;333535,47;56,57
102539;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;34602,90;32630,97;103,26
100248;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;596141,34;766894,82;140,86
100592;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;506367,36;432428,00;93,51
101824;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;590981,28;367495,81;68,09
100195;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;549851,37;536806,53;106,90
100669;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;609239,86;480291,71;86,32
100288;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;502538,56;431986,45;94,12
100577;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;736546,30;921146,59;136,94
102535;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;77578,34;70667,07;99,74
100166;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;471022,73;533471,42;124,01
100341;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;704774,95;677498,56;105,26
100453;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;EVASIF;307550,51;238484,04;84,91
100121;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;683275,49;716592,20;121,90
101696;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;457472,51;536084,11;136,21
102128;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;909782,50;879408,54;112,35
102254;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;184113,60;144106,79;90,98
101487;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;378961,50;167970,17;51,52
100797;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;669718,56;581584,20;100,94
100292;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;183043,18;283788,27;180,21
102536;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;69088,68;62481,96;105,12
100527;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;194910,28;209559,89;124,97
100799;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;389238,13;494657,87;147,72
100102;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;909942,72;774086,94;98,88
100265;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;275250,05;375234,29;158,46
100514;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;212241,89;384530,79;210,59
100315;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;185977,98;108000,73;67,50
101553;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;718308,42;318484,12;51,54
102540;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;41740,71;10138,32;28,23
100487;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;361404,71;413516,28;133,00
102285;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;293291,97;418538,69;165,87
102539;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;94391,28;101910,92;125,50
100248;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;292014,21;247895,69;98,67
100592;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;276147,39;330186,46;138,98
101824;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;231291,74;157813,03;79,31
100195;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;326134,46;326763,08;116,46
100669;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;147366,83;119087,61;93,93
100288;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;484819,75;433397,58;103,91
100577;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;371529,79;449277,26;140,56
102535;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;35704,11;42211,60;137,42
100166;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;336265,26;169166,92;58,48
100341;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;319094,03;205765,97;74,95
100453;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;SIDATRIA;1291931,41;1081147,87;97,27
100121;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;282593,77;213535,36;83,64
101696;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;404201,70;360211,88;98,64
102128;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;325871,33;469603,59;159,50
102254;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;527587,20;625385,20;131,20
101487;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;551448,50;616189,45;123,68
100797;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;306064,75;297989,24;107,76
100292;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;386629,18;473281,71;135,49
102536;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;61629,24;64756,58;116,30
100527;TSMv3 - Hedef Ürünler Kota Realizasyonu (Net TL) (Grup TR kota realizasyonuna oranı);1;ZENTICAVIR;414710,09;354390,55;94,59
