Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
100711;TSM - Toplam Grup Kota Realizasyonu;5;142463,96;103552,94;72,69
100711;TSM - Toplam Grup Kota Realizasyonu;6;136966,27;95533,82;69,75
100626;TSM - Toplam Grup Kota Realizasyonu;1;124590,29;122799,1;98,56
100626;TSM - Toplam Grup Kota Realizasyonu;2;155407,77;118845,89;76,47
100626;TSM - Toplam Grup Kota Realizasyonu;3;142299,87;142861,5;100,39
100626;TSM - Toplam Grup Kota Realizasyonu;4;131417,4;104332,78;79,39
100626;TSM - Toplam Grup Kota Realizasyonu;5;150176,43;175280,23;116,72
100626;TSM - Toplam Grup Kota Realizasyonu;6;146157,63;162219,07;110,99
100086;TSM - Toplam Grup Kota Realizasyonu;1;118214,58;162151,21;137,17
100086;TSM - Toplam Grup Kota Realizasyonu;2;146231,74;149535,59;102,26
100086;TSM - Toplam Grup Kota Realizasyonu;3;133667,73;130509,71;97,64
100086;TSM - Toplam Grup Kota Realizasyonu;4;123267,26;128937,89;104,6
100086;TSM - Toplam Grup Kota Realizasyonu;5;141314,94;160178,86;113,35
100086;TSM - Toplam Grup Kota Realizasyonu;6;138063,18;141348,02;102,38
100444;TSM - Toplam Grup Kota Realizasyonu;1;111659,94;148752,68;133,22
100444;TSM - Toplam Grup Kota Realizasyonu;2;141313,54;163351,31;115,59
100444;TSM - Toplam Grup Kota Realizasyonu;3;129453,72;154480,15;119,33
100444;TSM - Toplam Grup Kota Realizasyonu;4;118774,68;160374,7;135,02
100444;TSM - Toplam Grup Kota Realizasyonu;5;136214,73;181613,94;133,33
100444;TSM - Toplam Grup Kota Realizasyonu;6;132803,2;163753,93;123,31
100462;TSM - Toplam Grup Kota Realizasyonu;1;135548,19;150376,23;110,94
100462;TSM - Toplam Grup Kota Realizasyonu;2;166856,73;110195,38;66,04
100462;TSM - Toplam Grup Kota Realizasyonu;3;153858,08;148035,39;96,22
100462;TSM - Toplam Grup Kota Realizasyonu;4;141398,02;153171,29;108,33
100462;TSM - Toplam Grup Kota Realizasyonu;5;163166,54;168333,72;103,17
100462;TSM - Toplam Grup Kota Realizasyonu;6;157598,25;156268,9;99,16
100574;TSM - Toplam Grup Kota Realizasyonu;1;127472,48;128006,47;100,42
100574;TSM - Toplam Grup Kota Realizasyonu;2;156886,58;119610,77;76,24
100574;TSM - Toplam Grup Kota Realizasyonu;3;144953,79;142346,41;98,2
100574;TSM - Toplam Grup Kota Realizasyonu;4;132906,62;122406,83;92,1
100574;TSM - Toplam Grup Kota Realizasyonu;5;152967,84;158799,7;103,81
100574;TSM - Toplam Grup Kota Realizasyonu;6;148584,84;141037,52;94,92
100398;TSM - Toplam Grup Kota Realizasyonu;1;135376,56;139236,85;102,85
100398;TSM - Toplam Grup Kota Realizasyonu;2;165724,85;137154,38;82,76
100398;TSM - Toplam Grup Kota Realizasyonu;3;154529,2;145095,3;93,9
100398;TSM - Toplam Grup Kota Realizasyonu;4;142455,23;97996,53;68,79
100398;TSM - Toplam Grup Kota Realizasyonu;5;163828,46;167369,36;102,16
100398;TSM - Toplam Grup Kota Realizasyonu;6;159023,3;117154,85;73,67
100467;TSM - Toplam Grup Kota Realizasyonu;1;128090,29;147931,06;115,49
100467;TSM - Toplam Grup Kota Realizasyonu;2;158834,11;141848,85;89,31
100467;TSM - Toplam Grup Kota Realizasyonu;3;145941,36;152300,41;104,36
100467;TSM - Toplam Grup Kota Realizasyonu;4;134247,76;151772,3;113,05
100467;TSM - Toplam Grup Kota Realizasyonu;5;154050,06;179550,96;116,55
100467;TSM - Toplam Grup Kota Realizasyonu;6;149860,14;183828,49;122,67
100465;TSM - Toplam Grup Kota Realizasyonu;1;127171,91;126115,89;99,17
100465;TSM - Toplam Grup Kota Realizasyonu;2;155529,44;163582,95;105,18
100465;TSM - Toplam Grup Kota Realizasyonu;3;145730,63;152681,87;104,77
100465;TSM - Toplam Grup Kota Realizasyonu;4;131569,65;151396,61;115,07
100465;TSM - Toplam Grup Kota Realizasyonu;5;153041,76;164005,94;107,16
100465;TSM - Toplam Grup Kota Realizasyonu;6;147872,51;144841,72;97,95
100076;TSM - Toplam Grup Kota Realizasyonu;1;97118,81;115086,21;118,5
100076;TSM - Toplam Grup Kota Realizasyonu;2;119459,85;110551,73;92,54
100076;TSM - Toplam Grup Kota Realizasyonu;3;110698,72;97668,6;88,23
100076;TSM - Toplam Grup Kota Realizasyonu;4;101969,68;88345,43;86,64
100103;TSM - Toplam Grup Kota Realizasyonu;1;117797,87;147136,43;124,91
100103;TSM - Toplam Grup Kota Realizasyonu;2;146391,13;155072,48;105,93
100103;TSM - Toplam Grup Kota Realizasyonu;3;134742,85;142640,5;105,86
100103;TSM - Toplam Grup Kota Realizasyonu;4;124174,72;113079,35;91,06
100103;TSM - Toplam Grup Kota Realizasyonu;5;141825,52;154148,55;108,69
100103;TSM - Toplam Grup Kota Realizasyonu;6;136963,47;159218,38;116,25
100250;TSM - Toplam Grup Kota Realizasyonu;1;106534,06;138832,8;130,32
100250;TSM - Toplam Grup Kota Realizasyonu;2;133382,61;152158,86;114,08
100250;TSM - Toplam Grup Kota Realizasyonu;3;121987,2;127358;104,4
100250;TSM - Toplam Grup Kota Realizasyonu;4;112836,43;130269,6;115,45
100250;TSM - Toplam Grup Kota Realizasyonu;5;129452,48;151935,81;117,37
100250;TSM - Toplam Grup Kota Realizasyonu;6;125176,87;144315,2;115,29
100654;TSM - Toplam Grup Kota Realizasyonu;1;94977,59;112607,13;118,56
100654;TSM - Toplam Grup Kota Realizasyonu;2;115970,97;127018,48;109,53
100654;TSM - Toplam Grup Kota Realizasyonu;3;108051,18;112942,89;104,53
100654;TSM - Toplam Grup Kota Realizasyonu;4;100196,46;102837,81;102,64
100654;TSM - Toplam Grup Kota Realizasyonu;5;115243,08;113348,73;98,36
100654;TSM - Toplam Grup Kota Realizasyonu;6;110332,07;99474,09;90,16
100662;TSM - Toplam Grup Kota Realizasyonu;1;106309,99;136079,94;128
100662;TSM - Toplam Grup Kota Realizasyonu;2;131123,23;106728,3;81,4
100662;TSM - Toplam Grup Kota Realizasyonu;3;122422,97;130148,59;106,31
100662;TSM - Toplam Grup Kota Realizasyonu;4;112556,95;118746,52;105,5
100662;TSM - Toplam Grup Kota Realizasyonu;5;129457,43;129795,2;100,26
100662;TSM - Toplam Grup Kota Realizasyonu;6;125130,8;119236,34;95,29
100581;TSM - Toplam Grup Kota Realizasyonu;1;123904,64;133154,74;107,47
100581;TSM - Toplam Grup Kota Realizasyonu;2;152051,39;116863,65;76,86
100581;TSM - Toplam Grup Kota Realizasyonu;3;140634,17;149223,47;106,11
100581;TSM - Toplam Grup Kota Realizasyonu;4;128425,7;139057,67;108,28
100581;TSM - Toplam Grup Kota Realizasyonu;5;148247,79;154672,38;104,33
100581;TSM - Toplam Grup Kota Realizasyonu;6;142794,09;144970,4;101,52
100595;TSM - Toplam Grup Kota Realizasyonu;1;149095,14;168259,41;112,85
100595;TSM - Toplam Grup Kota Realizasyonu;2;185239,03;191679,49;103,48
100595;TSM - Toplam Grup Kota Realizasyonu;3;171837,89;178321,02;103,77
100595;TSM - Toplam Grup Kota Realizasyonu;4;156387,96;168045,65;107,45
100595;TSM - Toplam Grup Kota Realizasyonu;5;180234,15;190205,9;105,53
100595;TSM - Toplam Grup Kota Realizasyonu;6;173747,64;188510,99;108,5
100272;TSM - Toplam Grup Kota Realizasyonu;1;118468,05;125229,34;105,71
100272;TSM - Toplam Grup Kota Realizasyonu;2;148581,4;116053,49;78,11
100272;TSM - Toplam Grup Kota Realizasyonu;3;135847,01;138527,38;101,97
100272;TSM - Toplam Grup Kota Realizasyonu;4;124123,72;80915,95;65,19
100272;TSM - Toplam Grup Kota Realizasyonu;5;143360,2;146697,03;102,33
100272;TSM - Toplam Grup Kota Realizasyonu;6;138484,66;137203,26;99,07
100293;TSM - Toplam Grup Kota Realizasyonu;1;132654,29;115811,04;87,3
100293;TSM - Toplam Grup Kota Realizasyonu;2;163704,25;112450,18;68,69
100293;TSM - Toplam Grup Kota Realizasyonu;3;151114,19;104486,26;69,14
100293;TSM - Toplam Grup Kota Realizasyonu;4;138297,57;86340,02;62,43
100293;TSM - Toplam Grup Kota Realizasyonu;5;159538,6;120249,43;75,37
100293;TSM - Toplam Grup Kota Realizasyonu;6;154108,42;107705,64;69,89
100358;TSM - Toplam Grup Kota Realizasyonu;1;147273,15;155174,68;105,37
100358;TSM - Toplam Grup Kota Realizasyonu;2;182557,74;135931,22;74,46
100358;TSM - Toplam Grup Kota Realizasyonu;3;168703,6;125954,99;74,66
100358;TSM - Toplam Grup Kota Realizasyonu;4;153685,72;157579,74;102,53
100358;TSM - Toplam Grup Kota Realizasyonu;5;177282,68;162816,68;91,84
100358;TSM - Toplam Grup Kota Realizasyonu;6;171355,93;140380,83;81,92
100356;TSM - Toplam Grup Kota Realizasyonu;1;151633,59;151565,7;99,96
100356;TSM - Toplam Grup Kota Realizasyonu;2;167216,41;157166,92;93,99
100356;TSM - Toplam Grup Kota Realizasyonu;3;158131,94;164985,04;104,33
100356;TSM - Toplam Grup Kota Realizasyonu;4;144562,93;163951,89;113,41
100356;TSM - Toplam Grup Kota Realizasyonu;5;167695,29;183530,21;109,44
100356;TSM - Toplam Grup Kota Realizasyonu;6;160187,44;157877,71;98,56
100271;TSM - Toplam Grup Kota Realizasyonu;1;98088,82;65173,51;66,44
100670;TSM - Toplam Grup Kota Realizasyonu;1;161506,9;201395,38;124,7
100670;TSM - Toplam Grup Kota Realizasyonu;2;200242,45;209931,54;104,84
100670;TSM - Toplam Grup Kota Realizasyonu;3;183305,68;197503,71;107,75
100670;TSM - Toplam Grup Kota Realizasyonu;4;168135,77;204495,69;121,63
100670;TSM - Toplam Grup Kota Realizasyonu;5;191696,21;205956,56;107,44
100670;TSM - Toplam Grup Kota Realizasyonu;6;185677,98;182948,03;98,53
100438;TSM - Toplam Grup Kota Realizasyonu;1;155735,72;194480,49;124,88
100438;TSM - Toplam Grup Kota Realizasyonu;2;192364,03;197512,96;102,68
100438;TSM - Toplam Grup Kota Realizasyonu;3;176380,76;204769,51;116,1
100438;TSM - Toplam Grup Kota Realizasyonu;4;161643,7;191959,42;118,75
100438;TSM - Toplam Grup Kota Realizasyonu;5;185329,89;201588,65;108,77
100438;TSM - Toplam Grup Kota Realizasyonu;6;179690,3;191070,23;106,33
100496;TSM - Toplam Grup Kota Realizasyonu;1;96903,99;71437,2;73,72
100496;TSM - Toplam Grup Kota Realizasyonu;2;117343,57;79929,07;68,12
100496;TSM - Toplam Grup Kota Realizasyonu;3;108867,97;81552,49;74,91
100496;TSM - Toplam Grup Kota Realizasyonu;4;100602,62;69289,09;68,87
100496;TSM - Toplam Grup Kota Realizasyonu;5;114525,45;86177,66;75,25
100496;TSM - Toplam Grup Kota Realizasyonu;6;111545,04;106547,19;95,52
100503;TSM - Toplam Grup Kota Realizasyonu;1;142355,17;173322,37;121,75
100503;TSM - Toplam Grup Kota Realizasyonu;2;174256,81;180135,38;103,37
100503;TSM - Toplam Grup Kota Realizasyonu;3;161867,62;181118,03;111,89
100503;TSM - Toplam Grup Kota Realizasyonu;4;148389,5;191365,53;128,96
100503;TSM - Toplam Grup Kota Realizasyonu;5;171593,56;195728,64;114,07
100503;TSM - Toplam Grup Kota Realizasyonu;6;165462,5;166346,51;100,53
100342;TSM - Toplam Grup Kota Realizasyonu;1;119790,65;128594,92;107,35
100342;TSM - Toplam Grup Kota Realizasyonu;2;147705,67;130040,12;88,04
100342;TSM - Toplam Grup Kota Realizasyonu;3;137147,34;134615,79;98,15
100342;TSM - Toplam Grup Kota Realizasyonu;4;125855,48;123091,32;97,8
100342;TSM - Toplam Grup Kota Realizasyonu;5;145393,8;143476,08;98,68
100342;TSM - Toplam Grup Kota Realizasyonu;6;139495,52;128943,83;92,44
100196;TSM - Toplam Grup Kota Realizasyonu;1;104096,74;102147,59;98,13
100196;TSM - Toplam Grup Kota Realizasyonu;2;129144,79;90238,83;69,87
100196;TSM - Toplam Grup Kota Realizasyonu;3;117960,06;114862,68;97,37
100196;TSM - Toplam Grup Kota Realizasyonu;4;109407,17;82946,69;75,81
100196;TSM - Toplam Grup Kota Realizasyonu;5;124848,64;136709,91;109,5
100196;TSM - Toplam Grup Kota Realizasyonu;6;121648,28;124962,96;102,72
100459;TSM - Toplam Grup Kota Realizasyonu;1;117084,69;105141,61;89,8
100459;TSM - Toplam Grup Kota Realizasyonu;2;142646,36;112878,62;79,13
100459;TSM - Toplam Grup Kota Realizasyonu;3;134104,92;117939,13;87,95
100459;TSM - Toplam Grup Kota Realizasyonu;4;123288;148946,66;120,81
100459;TSM - Toplam Grup Kota Realizasyonu;5;142982,37;162563,76;113,69
100459;TSM - Toplam Grup Kota Realizasyonu;6;137481,79;160602,83;116,82
100296;TSM - Toplam Grup Kota Realizasyonu;1;147914,54;144730,67;97,85
100296;TSM - Toplam Grup Kota Realizasyonu;2;179401,92;132392,63;73,8
100296;TSM - Toplam Grup Kota Realizasyonu;3;167158,07;175917,54;105,24
100296;TSM - Toplam Grup Kota Realizasyonu;4;154698,92;178744,79;115,54
100296;TSM - Toplam Grup Kota Realizasyonu;5;178081,38;168037,14;94,36
100296;TSM - Toplam Grup Kota Realizasyonu;6;171675,26;154545,19;90,02
100457;TSM - Toplam Grup Kota Realizasyonu;1;138715,68;156249,78;112,64
100457;TSM - Toplam Grup Kota Realizasyonu;2;168663,01;159356,76;94,48
100457;TSM - Toplam Grup Kota Realizasyonu;3;157670,27;165277,02;104,82
100457;TSM - Toplam Grup Kota Realizasyonu;4;145196,36;186352,4;128,35
100457;TSM - Toplam Grup Kota Realizasyonu;5;166231,86;190966,07;114,88
100457;TSM - Toplam Grup Kota Realizasyonu;6;161660,17;176935,8;109,45
100720;TSM - Toplam Grup Kota Realizasyonu;1;117202,92;122376,46;104,41
100720;TSM - Toplam Grup Kota Realizasyonu;2;144478,93;151388,13;104,78
100720;TSM - Toplam Grup Kota Realizasyonu;3;133561,88;126363,96;94,61
100720;TSM - Toplam Grup Kota Realizasyonu;4;122114,51;117794,48;96,46
100720;TSM - Toplam Grup Kota Realizasyonu;5;139631,2;141379,35;101,25
100720;TSM - Toplam Grup Kota Realizasyonu;6;135932,6;156189,05;114,9
100240;TSM - Toplam Grup Kota Realizasyonu;1;118963,81;140590,26;118,18
100240;TSM - Toplam Grup Kota Realizasyonu;2;148464,06;137313,08;92,49
100240;TSM - Toplam Grup Kota Realizasyonu;3;135283,98;138528,84;102,4
100240;TSM - Toplam Grup Kota Realizasyonu;4;123928,46;163181,2;131,67
100240;TSM - Toplam Grup Kota Realizasyonu;5;140759,51;173509,61;123,27
100240;TSM - Toplam Grup Kota Realizasyonu;6;137855,83;142417;103,31
100671;TSM - Toplam Grup Kota Realizasyonu;1;139128,99;143032,35;102,81
100671;TSM - Toplam Grup Kota Realizasyonu;2;174433,25;164434,76;94,27
100671;TSM - Toplam Grup Kota Realizasyonu;3;160165,48;154266,03;96,32
100671;TSM - Toplam Grup Kota Realizasyonu;4;147750,49;146507,43;99,16
100671;TSM - Toplam Grup Kota Realizasyonu;5;169667,29;170984,47;100,78
100671;TSM - Toplam Grup Kota Realizasyonu;6;163204,07;159520,76;97,74
100673;TSM - Toplam Grup Kota Realizasyonu;1;129031,02;104238,12;80,79
100673;TSM - Toplam Grup Kota Realizasyonu;2;158618,17;107743,52;67,93
100673;TSM - Toplam Grup Kota Realizasyonu;3;146472,99;99455,38;67,9
100332;TSM - Toplam Grup Kota Realizasyonu;1;120505,9;118856,61;98,63
100332;TSM - Toplam Grup Kota Realizasyonu;2;151466,4;105442,61;69,61
100332;TSM - Toplam Grup Kota Realizasyonu;3;138743,05;135413,42;97,6
100332;TSM - Toplam Grup Kota Realizasyonu;4;129100,44;114890,53;88,99
100332;TSM - Toplam Grup Kota Realizasyonu;5;148824,45;144875,94;97,35
100332;TSM - Toplam Grup Kota Realizasyonu;6;142945,51;112683,49;78,83
100324;TSM - Toplam Grup Kota Realizasyonu;1;126219,98;151546,13;120,07
100324;TSM - Toplam Grup Kota Realizasyonu;2;157584,3;133939,98;85
100324;TSM - Toplam Grup Kota Realizasyonu;3;143373,6;151499,82;105,67
100324;TSM - Toplam Grup Kota Realizasyonu;4;131947,28;157144,94;119,1
100324;TSM - Toplam Grup Kota Realizasyonu;5;151822,61;171998,25;113,29
100324;TSM - Toplam Grup Kota Realizasyonu;6;147091,46;149330,64;101,52
100122;TSM - Toplam Grup Kota Realizasyonu;1;142586,5;158932,53;111,46
100122;TSM - Toplam Grup Kota Realizasyonu;2;177179,83;165449,71;93,38
100122;TSM - Toplam Grup Kota Realizasyonu;3;162153,28;169885,18;104,77
100122;TSM - Toplam Grup Kota Realizasyonu;4;149421,29;170420,56;114,05
100122;TSM - Toplam Grup Kota Realizasyonu;5;171273,14;203376,82;118,74
100122;TSM - Toplam Grup Kota Realizasyonu;6;166081,46;191785,21;115,48
100416;TSM - Toplam Grup Kota Realizasyonu;1;141206,28;150537,01;106,61
100416;TSM - Toplam Grup Kota Realizasyonu;2;176157,11;168479,49;95,64
100416;TSM - Toplam Grup Kota Realizasyonu;3;161997,65;172660,85;106,58
100416;TSM - Toplam Grup Kota Realizasyonu;4;149344,13;156125,6;104,54
100416;TSM - Toplam Grup Kota Realizasyonu;5;171503,85;184856,11;107,79
100416;TSM - Toplam Grup Kota Realizasyonu;6;165985,19;178856,37;107,75
100538;TSM - Toplam Grup Kota Realizasyonu;1;145194,72;186821,47;128,67
100538;TSM - Toplam Grup Kota Realizasyonu;2;178819,29;196468,43;109,87
100538;TSM - Toplam Grup Kota Realizasyonu;3;163027,64;189352,1;116,15
100538;TSM - Toplam Grup Kota Realizasyonu;4;148581,9;196894,66;132,52
100538;TSM - Toplam Grup Kota Realizasyonu;5;170193,94;245614,86;144,31
100538;TSM - Toplam Grup Kota Realizasyonu;6;164926,64;225932,84;136,99
100239;TSM - Toplam Grup Kota Realizasyonu;1;129309,56;121461,74;93,93
100239;TSM - Toplam Grup Kota Realizasyonu;2;160283,86;116619,83;72,76
100239;TSM - Toplam Grup Kota Realizasyonu;3;147532,76;121597,44;82,42
100239;TSM - Toplam Grup Kota Realizasyonu;4;135719,4;152170,18;112,12
100239;TSM - Toplam Grup Kota Realizasyonu;5;154479,27;147216,91;95,3
100239;TSM - Toplam Grup Kota Realizasyonu;6;150178,9;135805,36;90,43
100071;TSM - Toplam Grup Kota Realizasyonu;1;128644,85;136095,86;105,79
100071;TSM - Toplam Grup Kota Realizasyonu;2;160414,87;160177,26;99,85
100071;TSM - Toplam Grup Kota Realizasyonu;3;146789,92;164971,75;112,39
100071;TSM - Toplam Grup Kota Realizasyonu;4;134618,94;201914,44;149,99
100071;TSM - Toplam Grup Kota Realizasyonu;5;153528,91;191307,11;124,61
100071;TSM - Toplam Grup Kota Realizasyonu;6;149245,81;177933,78;119,22
100261;TSM - Toplam Grup Kota Realizasyonu;1;116455,18;128866,91;110,66
100261;TSM - Toplam Grup Kota Realizasyonu;2;144688,51;126775,11;87,62
100261;TSM - Toplam Grup Kota Realizasyonu;3;132982,79;133445,59;100,35
100261;TSM - Toplam Grup Kota Realizasyonu;4;123070,7;132747,93;107,86
100261;TSM - Toplam Grup Kota Realizasyonu;5;139844,17;158398,56;113,27
100261;TSM - Toplam Grup Kota Realizasyonu;6;135443,7;139142,2;102,73
100329;TSM - Toplam Grup Kota Realizasyonu;1;120476,36;163900,09;136,04
100329;TSM - Toplam Grup Kota Realizasyonu;2;150857,96;179753,19;119,15
100329;TSM - Toplam Grup Kota Realizasyonu;3;137123,08;162392,22;118,43
100329;TSM - Toplam Grup Kota Realizasyonu;4;126597,43;162973,59;128,73
100329;TSM - Toplam Grup Kota Realizasyonu;5;143220,72;189843,59;132,55
100329;TSM - Toplam Grup Kota Realizasyonu;6;139029,46;169227,84;121,72
100360;TSM - Toplam Grup Kota Realizasyonu;1;116897,8;119151,91;101,93
100360;TSM - Toplam Grup Kota Realizasyonu;2;146149,21;125295,27;85,73
100360;TSM - Toplam Grup Kota Realizasyonu;3;133424,09;116510,68;87,32
100360;TSM - Toplam Grup Kota Realizasyonu;4;122959,78;143879,2;117,01
100360;TSM - Toplam Grup Kota Realizasyonu;5;139924,11;156534,15;111,87
100360;TSM - Toplam Grup Kota Realizasyonu;6;135378,84;125370,19;92,61
100487;TSM - Toplam Grup Kota Realizasyonu;1;108899,66;133760,57;122,83
100487;TSM - Toplam Grup Kota Realizasyonu;2;134221,94;147744,16;110,07
100487;TSM - Toplam Grup Kota Realizasyonu;3;123464,28;163573,04;132,49
100487;TSM - Toplam Grup Kota Realizasyonu;4;112408;164938,44;146,73
100487;TSM - Toplam Grup Kota Realizasyonu;5;128030,73;156441,42;122,19
100487;TSM - Toplam Grup Kota Realizasyonu;6;124738,04;159450,22;127,83
100707;TSM - Toplam Grup Kota Realizasyonu;1;115290,99;94965,55;82,37
100707;TSM - Toplam Grup Kota Realizasyonu;2;140728,17;66556,16;47,29
100707;TSM - Toplam Grup Kota Realizasyonu;3;130897,03;72558,2;55,43
100707;TSM - Toplam Grup Kota Realizasyonu;4;120472,05;88999,67;73,88
100707;TSM - Toplam Grup Kota Realizasyonu;5;139896;133025,98;95,09
100707;TSM - Toplam Grup Kota Realizasyonu;6;133802,16;99055,77;74,03
100361;TSM - Toplam Grup Kota Realizasyonu;1;129675,34;142949,62;110,24
100361;TSM - Toplam Grup Kota Realizasyonu;2;159670,88;146024,6;91,45
100361;TSM - Toplam Grup Kota Realizasyonu;3;146257,61;143816,48;98,33
100361;TSM - Toplam Grup Kota Realizasyonu;4;135163,43;154039,81;113,97
100361;TSM - Toplam Grup Kota Realizasyonu;5;155158,13;164761,45;106,19
100361;TSM - Toplam Grup Kota Realizasyonu;6;151173,33;145336,82;96,14
100466;TSM - Toplam Grup Kota Realizasyonu;1;142082,11;193758,98;136,37
100466;TSM - Toplam Grup Kota Realizasyonu;2;175807,7;177646,3;101,05
100466;TSM - Toplam Grup Kota Realizasyonu;3;160471,56;197182,43;122,88
100466;TSM - Toplam Grup Kota Realizasyonu;4;148235,19;211201,03;142,48
100466;TSM - Toplam Grup Kota Realizasyonu;5;170011,71;225740,38;132,78
100466;TSM - Toplam Grup Kota Realizasyonu;6;165507,96;196404,2;118,67
100517;TSM - Toplam Grup Kota Realizasyonu;1;114274,9;114589,76;100,28
100517;TSM - Toplam Grup Kota Realizasyonu;2;139528,99;134578,65;96,45
100517;TSM - Toplam Grup Kota Realizasyonu;3;129929,62;109397,45;84,2
100517;TSM - Toplam Grup Kota Realizasyonu;4;119612,33;128493,93;107,43
100517;TSM - Toplam Grup Kota Realizasyonu;5;139166,92;140992,35;101,31
100517;TSM - Toplam Grup Kota Realizasyonu;6;132100,31;124979;94,61
100561;TSM - Toplam Grup Kota Realizasyonu;1;104201,2;110531,02;106,07
100561;TSM - Toplam Grup Kota Realizasyonu;2;127198,99;115657,94;90,93
100561;TSM - Toplam Grup Kota Realizasyonu;3;117244,92;127491,51;108,74
100561;TSM - Toplam Grup Kota Realizasyonu;4;107972,93;115790,6;107,24
100561;TSM - Toplam Grup Kota Realizasyonu;5;123818,59;140660,44;113,6
100561;TSM - Toplam Grup Kota Realizasyonu;6;120988,66;143544,34;118,64
100247;TSM - Toplam Grup Kota Realizasyonu;1;117342,1;141902,06;120,93
100247;TSM - Toplam Grup Kota Realizasyonu;2;142971,02;127974,07;89,51
100247;TSM - Toplam Grup Kota Realizasyonu;3;131409,45;137100,41;104,33
100247;TSM - Toplam Grup Kota Realizasyonu;4;120230,42;153796,54;127,92
100247;TSM - Toplam Grup Kota Realizasyonu;5;139163,8;160336,15;115,21
100247;TSM - Toplam Grup Kota Realizasyonu;6;134445,27;138649,46;103,13
100449;TSM - Toplam Grup Kota Realizasyonu;1;118899,48;124984,56;105,12
100449;TSM - Toplam Grup Kota Realizasyonu;2;147199,48;121405,44;82,48
100449;TSM - Toplam Grup Kota Realizasyonu;3;135518,33;119424,23;88,12
100449;TSM - Toplam Grup Kota Realizasyonu;4;125259,98;127714,56;101,96
