Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
102195;MLMv1 - Çalışan Devir Oranı (%);1;10,92;0;0
