Sicil;Gösterge Adý;Periyod;Aylýk Ort. Çalýþan Sayýsý;Ýþten Ayrýlan Çalýþan Sayýsý;Sonuç 
101431;ÝM - Employee turnover ratio (%);1;3,75;0;0
