Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
100235;TDv1 - Çalışan Devir Oranı (%);1;483,5;50;10,34
