Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
101591;BPM - Çalışan Devir Oranı (%);1;1,58;1;63,29113924
