Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
100157;BSMv2 - Kanal Depolar ile Planlanan Aylýk Çýkýþ Aksiyonu Kota Realizasyonu (SF);1;53599925,01;55364551,70;103,29
100287;BSMv2 - Kanal Depolar ile Planlanan Aylýk Çýkýþ Aksiyonu Kota Realizasyonu (SF);1;67607821,45;71187227,63;105,29
100301;BSMv2 - Kanal Depolar ile Planlanan Aylýk Çýkýþ Aksiyonu Kota Realizasyonu (SF);1;46897547,76;48474354,70;103,36
100310;BSMv2 - Kanal Depolar ile Planlanan Aylýk Çýkýþ Aksiyonu Kota Realizasyonu (SF);1;74585973,88;76843413,05;103,03
100666;BSMv2 - Kanal Depolar ile Planlanan Aylýk Çýkýþ Aksiyonu Kota Realizasyonu (SF);1;96811553,70;100122287,65;103,42
100823;BSMv2 - Kanal Depolar ile Planlanan Aylýk Çýkýþ Aksiyonu Kota Realizasyonu (SF);1;60465513,59;63730962,01;105,40
