Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
100289;TMv2 - Grup TR Geliþim Ýndeksi (Net TL);1;100;118,04;118,04
100970;TMv2 - Grup TR Geliþim Ýndeksi (Net TL);1;100;116,8;116,8
100454;TMv2 - Grup TR Geliþim Ýndeksi (Net TL);1;100;128,02;128,02
100264;TMv2 - Grup TR Geliþim Ýndeksi (Net TL);1;100;95,69;95,69
100421;TMv2 - Grup TR Geliþim Ýndeksi (Net TL);1;100;130,48;130,48
101897;TMv2 - Grup TR Geliþim Ýndeksi (Net TL);1;100;109,01;109,01
