Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
101897;TM - Çalışan Devir Oranı (%);1;94;15;15,95744681
100273;TM - Çalışan Devir Oranı (%);1;96,75;8;8,26873385
100289;TM - Çalışan Devir Oranı (%);1;96,67;6;6,206682528
100546;TM - Çalışan Devir Oranı (%);1;88,08;11;12,48864668
100302;TM - Çalışan Devir Oranı (%);1;39,42;2;5,073566717
100454;TM - Çalışan Devir Oranı (%);1;77,92;8;10,26694045
