Çalışan Sicil No;Gösterge Adı;Periyot;Planlanan;Gerçekleşen;Sonuç
100235;TD - Evolution İndeks;1;16,23;19,22;118,42
100235;TD - Evolution İndeks;2;24,69;25,49;103,24
