Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
100235;TD - TR PP Geliþimi;1;1,56;1,6;102,56
100235;TD - TR PP Geliþimi;2;1,55;1,54;99,35
