Sicil;Gösterge Adı;Periyod;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
100759;PAZM - Çalışan Devir Oranı (%);1;5,33;2;37,52
101964;PAZM - Çalışan Devir Oranı (%);1;6;0;0
