Sicil;Gösterge Adý;Periyod;Aylýk Ort. Çalýþan Sayýsý;Ýþten Ayrýlan Çalýþan Sayýsý;Sonuç 
101761;AFAGYv1 - Çalýþan Devir Oraný (%);1;14,67;2;13,64
