Çalışan Sicil No;Gösterge Adı;Periyot;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
101439;PDM - Çalışan Devir Oranı (%);1;8,75;2;22,86
