Çalışan Sicil No;Gösterge Adı;Periyot;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
100880;KİGD - Employee turnover ratio;1;6,75;1;14,81
