Çalışan Sicil No;Gösterge Adı;Periyot;Aylık Ort. Çalışan Sayısı;İşten Ayrılan Çalışan Sayısı;Sonuç 
100013;BSD - Çalışan Devir Oranı;1;13,75;2;14,55
