Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
101696;VA TSM Toplam Grup Kota Realizasyonu;4;50604,93;56104,58;110,87
101696;VA TSM Toplam Grup Kota Realizasyonu;5;55227,99;73117,49;132,39
101696;VA TSM Toplam Grup Kota Realizasyonu;6;56230,77;72679,4;129,25
101795;VA TSM Toplam Grup Kota Realizasyonu;5;40198,14;31098,4;77,36
101795;VA TSM Toplam Grup Kota Realizasyonu;6;43043,18;59994,23;139,38
101821;VA TSM Toplam Grup Kota Realizasyonu;5;45475,23;37521,92;82,51
101821;VA TSM Toplam Grup Kota Realizasyonu;6;45381,42;34097,62;75,14
101822;VA TSM Toplam Grup Kota Realizasyonu;5;35283,84;26484,5;75,06
101822;VA TSM Toplam Grup Kota Realizasyonu;6;35510,37;21522,83;60,61
101823;VA TSM Toplam Grup Kota Realizasyonu;5;44249,43;35882,89;81,09
101823;VA TSM Toplam Grup Kota Realizasyonu;6;44953,32;30549,87;67,96
101824;VA TSM Toplam Grup Kota Realizasyonu;5;50136,83;26322,73;52,5
101824;VA TSM Toplam Grup Kota Realizasyonu;6;55310,55;40865,69;73,88
101853;VA TSM Toplam Grup Kota Realizasyonu;5;47379,85;37049,05;78,2
101853;VA TSM Toplam Grup Kota Realizasyonu;6;49237,8;41057,17;83,39
100079;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
100079;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
100079;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
100079;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
100079;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
100079;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
100212;VA TSM Toplam Grup Kota Realizasyonu;1;48626,45;54403,63;111,88
100212;VA TSM Toplam Grup Kota Realizasyonu;2;50826,65;59662,04;117,38
100212;VA TSM Toplam Grup Kota Realizasyonu;3;53522,14;65521,31;122,42
100212;VA TSM Toplam Grup Kota Realizasyonu;4;57229,28;69811,98;121,99
100212;VA TSM Toplam Grup Kota Realizasyonu;5;55947,78;71365,34;127,56
100212;VA TSM Toplam Grup Kota Realizasyonu;6;53731,59;56718,63;105,56
100199;VA TSM Toplam Grup Kota Realizasyonu;1;48626,45;54403,63;111,88
100199;VA TSM Toplam Grup Kota Realizasyonu;2;50826,65;59662,04;117,38
100199;VA TSM Toplam Grup Kota Realizasyonu;3;53522,14;65521,31;122,42
100199;VA TSM Toplam Grup Kota Realizasyonu;4;57229,28;69811,98;121,99
100199;VA TSM Toplam Grup Kota Realizasyonu;5;55947,78;71365,34;127,56
100199;VA TSM Toplam Grup Kota Realizasyonu;6;53731,59;56718,63;105,56
100102;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
100102;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
100102;VA TSM Toplam Grup Kota Realizasyonu;3;48992,8;42437,14;86,62
100102;VA TSM Toplam Grup Kota Realizasyonu;4;52462,24;40170,32;76,57
100102;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
100102;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
100195;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
100195;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
100195;VA TSM Toplam Grup Kota Realizasyonu;3;48992,8;42437,14;86,62
100195;VA TSM Toplam Grup Kota Realizasyonu;4;52462,24;40170,32;76,57
100195;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
100195;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
100288;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
100288;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
100288;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
100288;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
100288;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
100288;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
100101;VA TSM Toplam Grup Kota Realizasyonu;1;38064,04;43999,14;115,59
100101;VA TSM Toplam Grup Kota Realizasyonu;2;40085,02;51438,92;128,32
100101;VA TSM Toplam Grup Kota Realizasyonu;3;42114,14;48210,51;114,48
100101;VA TSM Toplam Grup Kota Realizasyonu;4;45128,1;54330,17;120,39
100101;VA TSM Toplam Grup Kota Realizasyonu;5;44092,96;58083,79;131,73
100101;VA TSM Toplam Grup Kota Realizasyonu;6;42393,11;54346,32;128,2
100315;VA TSM Toplam Grup Kota Realizasyonu;1;38064,04;43999,14;115,59
100315;VA TSM Toplam Grup Kota Realizasyonu;2;40085,02;51438,92;128,32
100315;VA TSM Toplam Grup Kota Realizasyonu;3;42114,14;48210,51;114,48
100315;VA TSM Toplam Grup Kota Realizasyonu;4;45128,1;54330,17;120,39
100315;VA TSM Toplam Grup Kota Realizasyonu;5;44092,96;58083,79;131,73
100315;VA TSM Toplam Grup Kota Realizasyonu;6;42393,11;54346,32;128,2
100341;VA TSM Toplam Grup Kota Realizasyonu;1;46326,26;37673,85;81,32
100341;VA TSM Toplam Grup Kota Realizasyonu;2;48613,99;47773,14;98,27
100341;VA TSM Toplam Grup Kota Realizasyonu;3;71515,25;59503,49;83,2
100341;VA TSM Toplam Grup Kota Realizasyonu;4;76642,5;55173,61;71,99
100341;VA TSM Toplam Grup Kota Realizasyonu;5;46786,42;40976,55;87,58
100341;VA TSM Toplam Grup Kota Realizasyonu;6;44987,5;36686,44;81,55
100323;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
100323;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
100323;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
100323;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
100323;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
100323;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
100116;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
100116;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
100116;VA TSM Toplam Grup Kota Realizasyonu;3;56992,86;49560,81;86,96
100116;VA TSM Toplam Grup Kota Realizasyonu;4;69862,89;60485,15;86,58
100116;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
100116;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
100121;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
100121;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
100121;VA TSM Toplam Grup Kota Realizasyonu;3;56992,86;49560,81;86,96
100121;VA TSM Toplam Grup Kota Realizasyonu;4;69862,89;60485,15;86,58
100121;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
100121;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
100265;VA TSM Toplam Grup Kota Realizasyonu;1;38064,04;43999,14;115,59
100265;VA TSM Toplam Grup Kota Realizasyonu;2;40085,02;51438,92;128,32
100265;VA TSM Toplam Grup Kota Realizasyonu;3;42114,14;48210,51;114,48
100265;VA TSM Toplam Grup Kota Realizasyonu;4;45128,1;54330,17;120,39
100265;VA TSM Toplam Grup Kota Realizasyonu;5;44092,96;58083,79;131,73
100265;VA TSM Toplam Grup Kota Realizasyonu;6;42393,11;54346,32;128,2
100458;VA TSM Toplam Grup Kota Realizasyonu;1;38064,04;43999,14;115,59
100458;VA TSM Toplam Grup Kota Realizasyonu;2;40085,02;51438,92;128,32
100458;VA TSM Toplam Grup Kota Realizasyonu;3;42114,14;48210,51;114,48
100458;VA TSM Toplam Grup Kota Realizasyonu;4;45128,1;54330,17;120,39
100458;VA TSM Toplam Grup Kota Realizasyonu;5;44092,96;58083,79;131,73
100458;VA TSM Toplam Grup Kota Realizasyonu;6;42393,11;54346,32;128,2
100453;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
100453;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
100453;VA TSM Toplam Grup Kota Realizasyonu;3;48992,8;42437,14;86,62
100453;VA TSM Toplam Grup Kota Realizasyonu;4;52462,24;40170,32;76,57
100453;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
100453;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
100463;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
100463;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
100463;VA TSM Toplam Grup Kota Realizasyonu;3;56992,86;49560,81;86,96
100463;VA TSM Toplam Grup Kota Realizasyonu;4;69862,89;60485,15;86,58
100463;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
100463;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
100527;VA TSM Toplam Grup Kota Realizasyonu;1;38064,04;43999,14;115,59
100527;VA TSM Toplam Grup Kota Realizasyonu;2;40085,02;51438,92;128,32
100527;VA TSM Toplam Grup Kota Realizasyonu;3;42114,14;48210,51;114,48
100527;VA TSM Toplam Grup Kota Realizasyonu;4;45128,1;54330,17;120,39
100527;VA TSM Toplam Grup Kota Realizasyonu;5;44092,96;58083,79;131,73
100527;VA TSM Toplam Grup Kota Realizasyonu;6;42393,11;54346,32;128,2
100514;VA TSM Toplam Grup Kota Realizasyonu;1;48626,45;54403,63;111,88
100514;VA TSM Toplam Grup Kota Realizasyonu;2;50826,65;59662,04;117,38
100514;VA TSM Toplam Grup Kota Realizasyonu;3;53522,14;65521,31;122,42
100514;VA TSM Toplam Grup Kota Realizasyonu;4;57229,28;69811,98;121,99
100514;VA TSM Toplam Grup Kota Realizasyonu;5;55947,78;71365,34;127,56
100514;VA TSM Toplam Grup Kota Realizasyonu;6;53731,59;56718,63;105,56
100531;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
100531;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
100531;VA TSM Toplam Grup Kota Realizasyonu;3;56992,86;49560,81;86,96
100531;VA TSM Toplam Grup Kota Realizasyonu;4;69862,89;60485,15;86,58
100539;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
100539;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
100539;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
100539;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
100539;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
100539;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
100446;VA TSM Toplam Grup Kota Realizasyonu;1;46326,26;37673,85;81,32
100446;VA TSM Toplam Grup Kota Realizasyonu;2;48613,99;47773,14;98,27
100194;VA TSM Toplam Grup Kota Realizasyonu;1;48626,45;54403,63;111,88
100194;VA TSM Toplam Grup Kota Realizasyonu;2;50826,65;59662,04;117,38
100194;VA TSM Toplam Grup Kota Realizasyonu;3;53522,14;65521,31;122,42
100194;VA TSM Toplam Grup Kota Realizasyonu;4;57229,28;69811,98;121,99
100194;VA TSM Toplam Grup Kota Realizasyonu;5;55947,78;71365,34;127,56
100194;VA TSM Toplam Grup Kota Realizasyonu;6;53731,59;56718,63;105,56
100577;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
100577;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
100577;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
100577;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
100577;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
100577;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
100592;VA TSM Toplam Grup Kota Realizasyonu;1;46326,26;37673,85;81,32
100592;VA TSM Toplam Grup Kota Realizasyonu;2;48613,99;47773,14;98,27
100592;VA TSM Toplam Grup Kota Realizasyonu;3;71515,25;59503,49;83,2
100592;VA TSM Toplam Grup Kota Realizasyonu;4;76642,5;55173,61;71,99
100592;VA TSM Toplam Grup Kota Realizasyonu;5;46786,42;40976,55;87,58
100592;VA TSM Toplam Grup Kota Realizasyonu;6;44987,5;36686,44;81,55
100669;VA TSM Toplam Grup Kota Realizasyonu;1;46326,26;37673,85;81,32
100669;VA TSM Toplam Grup Kota Realizasyonu;2;48613,99;47773,14;98,27
100669;VA TSM Toplam Grup Kota Realizasyonu;3;71515,25;59503,49;83,2
100669;VA TSM Toplam Grup Kota Realizasyonu;4;76642,5;55173,61;71,99
100669;VA TSM Toplam Grup Kota Realizasyonu;5;46786,42;40976,55;87,58
100669;VA TSM Toplam Grup Kota Realizasyonu;6;44987,5;36686,44;81,55
100248;VA TSM Toplam Grup Kota Realizasyonu;1;46326,26;37673,85;81,32
100248;VA TSM Toplam Grup Kota Realizasyonu;2;48613,99;47773,14;98,27
100248;VA TSM Toplam Grup Kota Realizasyonu;3;71515,25;59503,49;83,2
100248;VA TSM Toplam Grup Kota Realizasyonu;4;76642,5;55173,61;71,99
100248;VA TSM Toplam Grup Kota Realizasyonu;5;46786,42;40976,55;87,58
100248;VA TSM Toplam Grup Kota Realizasyonu;6;44987,5;36686,44;81,55
100166;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
100166;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
100166;VA TSM Toplam Grup Kota Realizasyonu;3;56992,86;49560,81;86,96
100166;VA TSM Toplam Grup Kota Realizasyonu;4;69862,89;60485,15;86,58
100166;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
100166;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
100317;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
100317;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
100244;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
100244;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
100470;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
100470;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
100470;VA TSM Toplam Grup Kota Realizasyonu;3;56992,86;49560,81;86,96
100470;VA TSM Toplam Grup Kota Realizasyonu;4;69862,89;60485,15;86,58
100470;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
100470;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
100292;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
100292;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
100292;VA TSM Toplam Grup Kota Realizasyonu;3;48992,8;42437,14;86,62
100292;VA TSM Toplam Grup Kota Realizasyonu;4;52462,24;40170,32;76,57
100292;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
100292;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
100321;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
100321;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
100321;VA TSM Toplam Grup Kota Realizasyonu;3;48992,8;42437,14;86,62
100321;VA TSM Toplam Grup Kota Realizasyonu;4;52462,24;40170,32;76,57
100321;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
100321;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
100378;VA TSM Toplam Grup Kota Realizasyonu;5;46786,42;40976,55;87,58
100378;VA TSM Toplam Grup Kota Realizasyonu;6;44987,5;36686,44;81,55
100797;VA TSM Toplam Grup Kota Realizasyonu;1;48626,45;54403,63;111,88
100797;VA TSM Toplam Grup Kota Realizasyonu;2;50826,65;59662,04;117,38
100797;VA TSM Toplam Grup Kota Realizasyonu;3;53522,14;65521,31;122,42
100797;VA TSM Toplam Grup Kota Realizasyonu;4;57229,28;69811,98;121,99
100797;VA TSM Toplam Grup Kota Realizasyonu;5;55947,78;71365,34;127,56
100797;VA TSM Toplam Grup Kota Realizasyonu;6;53731,59;56718,63;105,56
100799;VA TSM Toplam Grup Kota Realizasyonu;1;48626,45;54403,63;111,88
100799;VA TSM Toplam Grup Kota Realizasyonu;2;50826,65;59662,04;117,38
100799;VA TSM Toplam Grup Kota Realizasyonu;3;53522,14;65521,31;122,42
100799;VA TSM Toplam Grup Kota Realizasyonu;4;57229,28;69811,98;121,99
100799;VA TSM Toplam Grup Kota Realizasyonu;5;55947,78;71365,34;127,56
100799;VA TSM Toplam Grup Kota Realizasyonu;6;53731,59;56718,63;105,56
100791;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
100791;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
101253;VA TSM Toplam Grup Kota Realizasyonu;5;46786,42;40976,55;87,58
101253;VA TSM Toplam Grup Kota Realizasyonu;6;44987,5;36686,44;81,55
101488;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
101488;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
101488;VA TSM Toplam Grup Kota Realizasyonu;3;48992,8;42437,14;86,62
101488;VA TSM Toplam Grup Kota Realizasyonu;4;52462,24;40170,32;76,57
101488;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
101488;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
101490;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
101490;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
101490;VA TSM Toplam Grup Kota Realizasyonu;3;48992,8;42437,14;86,62
101490;VA TSM Toplam Grup Kota Realizasyonu;4;52462,24;40170,32;76,57
101490;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
101490;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
101486;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
101486;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
101486;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
101486;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
101486;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
101486;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
101487;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
101487;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
101487;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
101487;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
101487;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
101487;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
101483;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
101483;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
101483;VA TSM Toplam Grup Kota Realizasyonu;3;56992,86;49560,81;86,96
101483;VA TSM Toplam Grup Kota Realizasyonu;4;69862,89;60485,15;86,58
101483;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
101483;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
101485;VA TSM Toplam Grup Kota Realizasyonu;1;45918,69;44031,33;95,89
101485;VA TSM Toplam Grup Kota Realizasyonu;2;48261,58;50580,41;104,8
101485;VA TSM Toplam Grup Kota Realizasyonu;3;56992,86;49560,81;86,96
101455;VA TSM Toplam Grup Kota Realizasyonu;1;38064,04;43999,14;115,59
101455;VA TSM Toplam Grup Kota Realizasyonu;2;40085,02;51438,92;128,32
101455;VA TSM Toplam Grup Kota Realizasyonu;3;42114,14;48210,51;114,48
101455;VA TSM Toplam Grup Kota Realizasyonu;4;45128,1;54330,17;120,39
101482;VA TSM Toplam Grup Kota Realizasyonu;1;46326,26;37673,85;81,32
101482;VA TSM Toplam Grup Kota Realizasyonu;2;48613,99;47773,14;98,27
101482;VA TSM Toplam Grup Kota Realizasyonu;3;71515,25;59503,49;83,2
101482;VA TSM Toplam Grup Kota Realizasyonu;4;76642,5;55173,61;71,99
101482;VA TSM Toplam Grup Kota Realizasyonu;5;46786,42;40976,55;87,58
101482;VA TSM Toplam Grup Kota Realizasyonu;6;44987,5;36686,44;81,55
101553;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
101553;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
101553;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
101553;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
101553;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
101553;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
101554;VA TSM Toplam Grup Kota Realizasyonu;1;46326,26;37673,85;81,32
101554;VA TSM Toplam Grup Kota Realizasyonu;2;48613,99;47773,14;98,27
101555;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
101555;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
101555;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
101555;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
101555;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
101555;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
101667;VA TSM Toplam Grup Kota Realizasyonu;1;38909,32;33280,61;85,53
101667;VA TSM Toplam Grup Kota Realizasyonu;2;41411,06;42144,22;101,77
101667;VA TSM Toplam Grup Kota Realizasyonu;3;48992,8;42437,14;86,62
101667;VA TSM Toplam Grup Kota Realizasyonu;4;52462,24;40170,32;76,57
101667;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
101667;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
101668;VA TSM Toplam Grup Kota Realizasyonu;1;38064,04;43999,14;115,59
101668;VA TSM Toplam Grup Kota Realizasyonu;2;40085,02;51438,92;128,32
101668;VA TSM Toplam Grup Kota Realizasyonu;3;42114,14;48210,51;114,48
101668;VA TSM Toplam Grup Kota Realizasyonu;4;45128,1;54330,17;120,39
101668;VA TSM Toplam Grup Kota Realizasyonu;5;44092,96;58083,79;131,73
101668;VA TSM Toplam Grup Kota Realizasyonu;6;42393,11;54346,32;128,2
101669;VA TSM Toplam Grup Kota Realizasyonu;1;38064,04;43999,14;115,59
101669;VA TSM Toplam Grup Kota Realizasyonu;2;40085,02;51438,92;128,32
101669;VA TSM Toplam Grup Kota Realizasyonu;3;42114,14;48210,51;114,48
101669;VA TSM Toplam Grup Kota Realizasyonu;4;45128,1;54330,17;120,39
101669;VA TSM Toplam Grup Kota Realizasyonu;5;44092,96;58083,79;131,73
101669;VA TSM Toplam Grup Kota Realizasyonu;6;42393,11;54346,32;128,2
101696;VA TSM Toplam Grup Kota Realizasyonu;1;41391,15;37218,2;89,92
101696;VA TSM Toplam Grup Kota Realizasyonu;2;43583,99;47271,01;108,46
101696;VA TSM Toplam Grup Kota Realizasyonu;3;45808,39;42612,2;93,02
101696;VA TSM Toplam Grup Kota Realizasyonu;4;49026,29;39245,4;80,05
101696;VA TSM Toplam Grup Kota Realizasyonu;5;47968,28;38721,88;80,72
101696;VA TSM Toplam Grup Kota Realizasyonu;6;46081,03;38444,56;83,43
101795;VA TSM Toplam Grup Kota Realizasyonu;5;45560,4;41234,03;90,5
101795;VA TSM Toplam Grup Kota Realizasyonu;6;43789,05;46288,83;105,71
101821;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
101821;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
101822;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
101822;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
101823;VA TSM Toplam Grup Kota Realizasyonu;5;47762,32;45840,57;95,98
101823;VA TSM Toplam Grup Kota Realizasyonu;6;45943,64;39698,7;86,41
101824;VA TSM Toplam Grup Kota Realizasyonu;5;46786,42;40976,55;87,58
101824;VA TSM Toplam Grup Kota Realizasyonu;6;44987,5;36686,44;81,55
101853;VA TSM Toplam Grup Kota Realizasyonu;5;44092,96;58083,79;131,73
101853;VA TSM Toplam Grup Kota Realizasyonu;6;42393,11;54346,32;128,2
100274;VA TSM Toplam Grup Kota Realizasyonu;1;157678,49;154588,61;98,04
100274;VA TSM Toplam Grup Kota Realizasyonu;2;141046,01;117679,03;83,43
100274;VA TSM Toplam Grup Kota Realizasyonu;3;111529,47;107411,11;96,31
100274;VA TSM Toplam Grup Kota Realizasyonu;4;114079,96;91883,08;80,54
100274;VA TSM Toplam Grup Kota Realizasyonu;5;124693,83;112751,69;90,42
100274;VA TSM Toplam Grup Kota Realizasyonu;6;146916,85;147469,63;100,38
100589;VA TSM Toplam Grup Kota Realizasyonu;1;152147,4;168143,41;110,51
100589;VA TSM Toplam Grup Kota Realizasyonu;2;136292,18;135863,02;99,69
100589;VA TSM Toplam Grup Kota Realizasyonu;3;108734,46;115795,39;106,49
100589;VA TSM Toplam Grup Kota Realizasyonu;4;114521,26;122855,05;107,28
100589;VA TSM Toplam Grup Kota Realizasyonu;5;121715,95;138001,29;113,38
100589;VA TSM Toplam Grup Kota Realizasyonu;6;141656,98;132923,53;93,83
100569;VA TSM Toplam Grup Kota Realizasyonu;1;153442,83;158747,32;103,46
100569;VA TSM Toplam Grup Kota Realizasyonu;2;138271,38;133656,07;96,66
100569;VA TSM Toplam Grup Kota Realizasyonu;3;111686,2;110937,46;99,33
100569;VA TSM Toplam Grup Kota Realizasyonu;4;117174;117395,02;100,19
100569;VA TSM Toplam Grup Kota Realizasyonu;5;124542,27;131776,19;105,81
100569;VA TSM Toplam Grup Kota Realizasyonu;6;140922;114705,33;81,4
100312;VA TSM Toplam Grup Kota Realizasyonu;1;164017,68;174618,69;106,46
100312;VA TSM Toplam Grup Kota Realizasyonu;2;145542,29;127795,8;87,81
100312;VA TSM Toplam Grup Kota Realizasyonu;3;115000,26;115415,69;100,36
100312;VA TSM Toplam Grup Kota Realizasyonu;4;119623,81;112195,28;93,79
100312;VA TSM Toplam Grup Kota Realizasyonu;5;129433,08;143613,36;110,96
100312;VA TSM Toplam Grup Kota Realizasyonu;6;152061,16;127483,15;83,84
100680;VA TSM Toplam Grup Kota Realizasyonu;1;151103,34;178719,13;118,28
100680;VA TSM Toplam Grup Kota Realizasyonu;2;138861,78;149772,09;107,86
100680;VA TSM Toplam Grup Kota Realizasyonu;3;112299,61;115676,4;103,01
100680;VA TSM Toplam Grup Kota Realizasyonu;4;115681,94;115678,15;100
