Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
100235;TD - Toplam Net Kota Realizasyonu;1;173486768,3;166046895,7;95,71156192
100235;TD - Toplam Net Kota Realizasyonu;2;172710420,4;171873168,2;99,51522776
